Date,Longitude,Latitude,Speed (km/h)
09/10/2024 13:13,-2.443679,51.372566,1.4
09/10/2024 13:13,-2.443692,51.372575,4.8
09/10/2024 13:13,-2.443704,51.372586,5.4
09/10/2024 13:13,-2.443712,51.372596,4.4
09/10/2024 13:13,-2.443718,51.372611,6.1
09/10/2024 13:13,-2.443708,51.372635,10.3
09/10/2024 13:13,-2.44366,51.372667,17.5
09/10/2024 13:13,-2.443575,51.372699,24.9
09/10/2024 13:13,-2.443478,51.372729,26.8
09/10/2024 13:13,-2.44337,51.372759,29.5
09/10/2024 13:13,-2.443228,51.372793,38
09/10/2024 13:13,-2.443105,51.372834,35.1
09/10/2024 13:13,-2.442973,51.372877,37
09/10/2024 13:13,-2.442848,51.372916,35.1
09/10/2024 13:14,-2.442732,51.372952,32.4
09/10/2024 13:14,-2.442627,51.372987,29.6
09/10/2024 13:14,-2.442525,51.373014,27.7
09/10/2024 13:14,-2.442441,51.373039,23.4
09/10/2024 13:14,-2.442358,51.373068,23.6
09/10/2024 13:14,-2.442278,51.373106,25.1
09/10/2024 13:14,-2.442187,51.373135,25.7
09/10/2024 13:14,-2.442092,51.373168,27.1
09/10/2024 13:14,-2.441986,51.373202,29.8
09/10/2024 13:14,-2.441868,51.373239,33
09/10/2024 13:14,-2.441739,51.373275,35.3
09/10/2024 13:14,-2.441612,51.373309,34.5
09/10/2024 13:14,-2.441486,51.373329,32.4
09/10/2024 13:14,-2.441356,51.373342,32.9
09/10/2024 13:14,-2.44123,51.373365,32.7
09/10/2024 13:14,-2.44111,51.373392,32
09/10/2024 13:14,-2.44099,51.373419,32
09/10/2024 13:14,-2.44087,51.373445,31.6
09/10/2024 13:14,-2.440749,51.373472,32.2
09/10/2024 13:14,-2.440624,51.373501,33.2
09/10/2024 13:14,-2.440498,51.37353,33.6
09/10/2024 13:14,-2.440391,51.373561,29.5
09/10/2024 13:14,-2.440303,51.373587,24.3
09/10/2024 13:14,-2.44023,51.373607,19.9
09/10/2024 13:14,-2.440157,51.373629,20.4
09/10/2024 13:14,-2.440083,51.373656,21.3
09/10/2024 13:14,-2.439987,51.373679,25.6
09/10/2024 13:14,-2.439913,51.373713,23.2
09/10/2024 13:14,-2.439803,51.373762,33.8
09/10/2024 13:14,-2.439694,51.373819,35.5
09/10/2024 13:14,-2.439587,51.373885,37.5
09/10/2024 13:14,-2.439482,51.373944,35.3
09/10/2024 13:14,-2.439379,51.374003,35
09/10/2024 13:14,-2.439281,51.374063,34.3
09/10/2024 13:14,-2.439204,51.374112,27.4
09/10/2024 13:14,-2.439127,51.374158,26.9
09/10/2024 13:14,-2.439041,51.374211,30.1
09/10/2024 13:14,-2.438946,51.374267,32.7
09/10/2024 13:14,-2.438852,51.374325,33.1
09/10/2024 13:14,-2.438762,51.374387,33.3
09/10/2024 13:14,-2.438689,51.374449,30.9
09/10/2024 13:14,-2.438626,51.374511,29.6
09/10/2024 13:14,-2.438572,51.374561,24.1
09/10/2024 13:14,-2.438532,51.374605,20.1
09/10/2024 13:14,-2.438487,51.374648,20.5
09/10/2024 13:14,-2.43844,51.374694,22.1
09/10/2024 13:14,-2.43839,51.374743,23
09/10/2024 13:14,-2.438339,51.374788,22.2
09/10/2024 13:14,-2.43829,51.374834,22.1
09/10/2024 13:14,-2.438226,51.37489,27.7
09/10/2024 13:14,-2.438151,51.374958,33
09/10/2024 13:14,-2.438064,51.375034,37.2
09/10/2024 13:14,-2.437973,51.375102,35.5
09/10/2024 13:14,-2.437867,51.37517,38.1
09/10/2024 13:14,-2.437744,51.375238,40.9
09/10/2024 13:14,-2.437621,51.375303,40.5
09/10/2024 13:14,-2.437505,51.375365,38
09/10/2024 13:14,-2.437391,51.375428,38
09/10/2024 13:14,-2.437275,51.375492,38.7
09/10/2024 13:14,-2.43716,51.375554,38
09/10/2024 13:15,-2.437048,51.375614,36.9
09/10/2024 13:15,-2.436957,51.375667,31.2
09/10/2024 13:15,-2.436892,51.375709,23.5
09/10/2024 13:15,-2.436837,51.375743,19
09/10/2024 13:15,-2.436772,51.375778,21.7
09/10/2024 13:15,-2.436693,51.375822,26.3
09/10/2024 13:15,-2.436611,51.375877,30.5
09/10/2024 13:15,-2.436531,51.375951,35.5
09/10/2024 13:15,-2.436463,51.376042,40.1
09/10/2024 13:15,-2.436399,51.376138,41.6
09/10/2024 13:15,-2.436337,51.37623,40.3
09/10/2024 13:15,-2.43628,51.376324,40.2
