Date,Longitude,Latitude,Speed (km/h)
15/10/2024 13:17,-2.444637,51.393993,66.5
15/10/2024 13:17,-2.444858,51.394088,67
15/10/2024 13:17,-2.445072,51.394191,67.6
15/10/2024 13:17,-2.445289,51.394298,69.1
15/10/2024 13:17,-2.44551,51.394413,71.9
15/10/2024 13:17,-2.445728,51.394534,72.7
15/10/2024 13:17,-2.445944,51.394654,72.3
15/10/2024 13:17,-2.446145,51.394775,70
15/10/2024 13:17,-2.446344,51.394894,68.7
15/10/2024 13:17,-2.446539,51.395009,67.1
15/10/2024 13:17,-2.446728,51.395123,65.6
15/10/2024 13:17,-2.446915,51.395239,65.6
15/10/2024 13:17,-2.447102,51.39535,64.7
15/10/2024 13:17,-2.447286,51.395458,63
15/10/2024 13:17,-2.447467,51.395563,61.7
15/10/2024 13:17,-2.447643,51.395667,60.7
15/10/2024 13:17,-2.447811,51.395767,57.8
15/10/2024 13:17,-2.447966,51.395857,52.9
15/10/2024 13:17,-2.448109,51.39594,48.9
15/10/2024 13:17,-2.448243,51.396023,47.2
15/10/2024 13:17,-2.448365,51.396109,45.8
15/10/2024 13:17,-2.44848,51.396195,44.9
15/10/2024 13:17,-2.448583,51.396284,43.7
15/10/2024 13:17,-2.448677,51.396372,42.4
15/10/2024 13:17,-2.448759,51.396458,40.2
15/10/2024 13:17,-2.448835,51.39654,38
15/10/2024 13:17,-2.448905,51.396621,36.8
15/10/2024 13:17,-2.448967,51.396704,36.5
15/10/2024 13:17,-2.449031,51.396788,37.3
15/10/2024 13:17,-2.449104,51.396878,40.5
15/10/2024 13:17,-2.449169,51.39697,40.1
15/10/2024 13:17,-2.449235,51.397061,40.2
15/10/2024 13:17,-2.449303,51.397154,40.8
15/10/2024 13:17,-2.449365,51.397252,42.1
15/10/2024 13:18,-2.449423,51.39735,41.9
15/10/2024 13:18,-2.449479,51.397449,42.1
15/10/2024 13:18,-2.449531,51.397545,40.5
15/10/2024 13:18,-2.449585,51.397641,40.5
15/10/2024 13:18,-2.449635,51.397734,39.3
15/10/2024 13:18,-2.449682,51.397822,37.5
15/10/2024 13:18,-2.449729,51.397909,36.5
15/10/2024 13:18,-2.449775,51.397993,35.5
15/10/2024 13:18,-2.449819,51.398072,33.5
15/10/2024 13:18,-2.449861,51.398149,32.4
15/10/2024 13:18,-2.44991,51.398225,33.1
15/10/2024 13:18,-2.449972,51.398301,34
15/10/2024 13:18,-2.45005,51.398372,34.4
15/10/2024 13:18,-2.45014,51.398446,37.1
15/10/2024 13:18,-2.450232,51.398523,38.6
15/10/2024 13:18,-2.45032,51.398601,38
15/10/2024 13:18,-2.450399,51.398673,35
15/10/2024 13:18,-2.450472,51.398741,32.6
15/10/2024 13:18,-2.450544,51.398808,32.3
15/10/2024 13:18,-2.450619,51.398872,32
15/10/2024 13:18,-2.450688,51.398938,31.5
15/10/2024 13:18,-2.450759,51.399007,32.8
15/10/2024 13:18,-2.450829,51.399076,32.6
15/10/2024 13:18,-2.450893,51.399142,30.8
15/10/2024 13:18,-2.450964,51.399209,32.4
15/10/2024 13:18,-2.451037,51.399283,34.7
15/10/2024 13:18,-2.451116,51.399361,37
15/10/2024 13:18,-2.451194,51.399442,37.9
15/10/2024 13:18,-2.451276,51.399518,36.6
15/10/2024 13:18,-2.451354,51.399591,35.1
15/10/2024 13:18,-2.451433,51.399657,33.1
15/10/2024 13:18,-2.451507,51.399719,30.7
15/10/2024 13:18,-2.451586,51.399786,33.4
15/10/2024 13:18,-2.451661,51.399854,33.2
15/10/2024 13:18,-2.451745,51.399926,35.4
15/10/2024 13:18,-2.451835,51.400002,38
15/10/2024 13:18,-2.451928,51.400082,39.5
15/10/2024 13:18,-2.452025,51.400167,41.7
15/10/2024 13:18,-2.452117,51.400249,40.2
15/10/2024 13:18,-2.452205,51.400326,37.9
15/10/2024 13:18,-2.452298,51.400402,38.2
15/10/2024 13:18,-2.452401,51.400475,39
15/10/2024 13:18,-2.452526,51.400545,41.9
15/10/2024 13:18,-2.452676,51.400608,45.1
15/10/2024 13:18,-2.452844,51.400659,46.7
15/10/2024 13:18,-2.453022,51.400692,46.3
15/10/2024 13:18,-2.453189,51.40071,42.4
15/10/2024 13:18,-2.45334,51.40072,37.9
15/10/2024 13:18,-2.45349,51.400727,37.6
15/10/2024 13:18,-2.453605,51.400734,28.8
15/10/2024 13:18,-2.453688,51.400733,20.8
15/10/2024 13:18,-2.453678,51.400737,2.7
15/10/2024 13:18,-2.453678,51.400737,0
15/10/2024 13:18,-2.453684,51.400734,1.8
15/10/2024 13:18,-2.453701,51.400735,4.2
15/10/2024 13:18,-2.453726,51.400735,6.4
15/10/2024 13:18,-2.453747,51.400735,5.1
15/10/2024 13:18,-2.453761,51.400736,3.6
15/10/2024 13:18,-2.453768,51.400737,1.7
15/10/2024 13:18,-2.453783,51.400737,3.9
15/10/2024 13:19,-2.453804,51.400738,5.1
15/10/2024 13:19,-2.453827,51.400739,5.8
15/10/2024 13:19,-2.453858,51.40074,7.8
15/10/2024 13:19,-2.453895,51.400743,9.1
15/10/2024 13:19,-2.453932,51.400745,9.3
15/10/2024 13:19,-2.453964,51.400747,8
15/10/2024 13:19,-2.453986,51.400748,5.6
