Date,Longitude,Latitude,Speed (km/h)
09/10/2024 13:02,-2.436626,51.377137,7.5
09/10/2024 13:02,-2.436598,51.377137,7
09/10/2024 13:02,-2.436577,51.377138,5.3
09/10/2024 13:02,-2.436564,51.377145,4
09/10/2024 13:02,-2.436553,51.377151,3.7
09/10/2024 13:02,-2.436545,51.377158,3.3
09/10/2024 13:02,-2.436538,51.377165,3.4
09/10/2024 13:02,-2.43653,51.377171,3.2
09/10/2024 13:02,-2.436521,51.377175,2.9
09/10/2024 13:02,-2.43651,51.377179,3.1
09/10/2024 13:02,-2.436498,51.377182,3.1
09/10/2024 13:02,-2.436486,51.377184,3.3
09/10/2024 13:02,-2.436474,51.377189,3.3
09/10/2024 13:02,-2.436463,51.37719,2.9
09/10/2024 13:02,-2.43645,51.377188,3.3
09/10/2024 13:02,-2.436437,51.377181,4.3
09/10/2024 13:02,-2.436424,51.377172,5
09/10/2024 13:02,-2.436409,51.377166,4.5
09/10/2024 13:02,-2.436393,51.37716,4.5
09/10/2024 13:02,-2.436374,51.377152,5.8
09/10/2024 13:02,-2.436358,51.377145,4.9
09/10/2024 13:02,-2.436339,51.377139,5.3
09/10/2024 13:02,-2.436321,51.377132,5.2
09/10/2024 13:03,-2.436304,51.377123,5.6
09/10/2024 13:03,-2.436292,51.377114,4.9
09/10/2024 13:03,-2.436281,51.377105,4.5
09/10/2024 13:03,-2.436268,51.377094,5.4
09/10/2024 13:03,-2.436261,51.377081,5.4
09/10/2024 13:03,-2.436256,51.377066,6
09/10/2024 13:03,-2.436254,51.377051,6
09/10/2024 13:03,-2.436256,51.377036,6.2
09/10/2024 13:03,-2.436258,51.37702,6.4
09/10/2024 13:03,-2.436263,51.377006,5.9
09/10/2024 13:03,-2.436268,51.376993,5.4
09/10/2024 13:03,-2.436274,51.376979,5.6
09/10/2024 13:03,-2.43628,51.376966,5.5
09/10/2024 13:03,-2.43629,51.376953,5.8
09/10/2024 13:03,-2.436298,51.37694,5.7
