time,Latitude,Longitude,Altitude (m),Speed (km/h),Total distance (km),Target
2024-10-16 13:16:30,51.385555,-2.432404,80.8,0,0.101,3
2024-10-16 13:16:31,51.385555,-2.432404,80.9,1.1,0.101,3
2024-10-16 13:16:32,51.38556,-2.432402,81,1.4,0.101,3
2024-10-16 13:16:33,51.385567,-2.432399,81.3,2.1,0.102,3
2024-10-16 13:16:34,51.38557,-2.432395,81.2,2.4,0.103,3
2024-10-16 13:16:35,51.385574,-2.432392,81.2,2.1,0.103,3
2024-10-16 13:16:36,51.38558,-2.432391,81.4,0.9,0.103,3
2024-10-16 13:16:37,51.38558,-2.432393,81.4,0.3,0.103,3
2024-10-16 13:16:38,51.38558,-2.432393,81.1,0.5,0.104,3
2024-10-16 13:16:39,51.385574,-2.432395,81.1,0.8,0.104,3
2024-10-16 13:16:40,51.385574,-2.432395,81,0,0.104,3
2024-10-16 13:16:41,51.385574,-2.432396,81.1,0.8,0.104,3
2024-10-16 13:16:42,51.38557,-2.432396,81.2,0.6,0.104,3
2024-10-16 13:16:43,51.38557,-2.432396,81.1,0.3,0.104,3
2024-10-16 13:16:44,51.38557,-2.432397,81.2,0.3,0.104,3
2024-10-16 13:16:45,51.38557,-2.432397,81.5,0,0.104,3
2024-10-16 13:16:46,51.38557,-2.432397,81.6,0,0.104,3
2024-10-16 13:16:47,51.38557,-2.432398,81.6,0.3,0.104,3
2024-10-16 13:16:48,51.38557,-2.432398,81.7,0,0.104,3
2024-10-16 13:16:49,51.38557,-2.432398,81.8,0,0.104,3
2024-10-16 13:16:50,51.38557,-2.432398,81.9,0,0.104,3
2024-10-16 13:16:51,51.38557,-2.432398,81.9,0,0.104,3
2024-10-16 13:16:52,51.38557,-2.432398,81.9,0,0.104,3
2024-10-16 13:16:53,51.38557,-2.432398,81.9,0,0.104,3
2024-10-16 13:16:54,51.38557,-2.432398,81.9,0,0.104,3
2024-10-16 13:16:55,51.38557,-2.432398,81.9,0,0.104,3
2024-10-16 13:16:56,51.38557,-2.432398,81.9,0,0.104,3
2024-10-16 13:16:57,51.38557,-2.432398,81.9,0,0.104,3
2024-10-16 13:16:58,51.38557,-2.432398,81.9,0,0.104,3
2024-10-16 13:16:59,51.385574,-2.432394,81.8,2.1,0.105,3
2024-10-16 13:17:00,51.38559,-2.432378,81.6,7.3,0.107,3
2024-10-16 13:17:01,51.385616,-2.432348,81.5,13,0.111,3
2024-10-16 13:17:02,51.38565,-2.432306,81.3,17.7,0.116,3
2024-10-16 13:17:03,51.3857,-2.43227,81,21.9,0.122,3
2024-10-16 13:17:04,51.385746,-2.432239,80.6,19.9,0.127,3
2024-10-16 13:17:05,51.385788,-2.432213,80.6,17.2,0.132,3
2024-10-16 13:17:06,51.38582,-2.432196,80.5,12.7,0.136,3
2024-10-16 13:17:07,51.385838,-2.432186,80.4,8.2,0.138,3
2024-10-16 13:17:08,51.38585,-2.43218,80.4,5.4,0.139,3
2024-10-16 13:17:09,51.385857,-2.432178,80.5,3,0.14,3
2024-10-16 13:17:10,51.38586,-2.432175,80.5,1.9,0.141,3
2024-10-16 13:17:11,51.385864,-2.432171,80.4,2.4,0.141,3
2024-10-16 13:17:12,51.385876,-2.432167,80.4,3.9,0.142,3
2024-10-16 13:17:13,51.385895,-2.432158,80.2,8.4,0.145,3
2024-10-16 13:17:14,51.385925,-2.432146,80.2,12.3,0.148,3
2024-10-16 13:17:15,51.385963,-2.432141,79.8,15.1,0.152,3
2024-10-16 13:17:16,51.385994,-2.432145,79.3,13.1,0.156,3
2024-10-16 13:17:17,51.386017,-2.432149,79.1,8,0.158,3
2024-10-16 13:17:18,51.386024,-2.432153,79.1,3.1,0.159,3
2024-10-16 13:17:19,51.386024,-2.432152,79.2,0.7,0.159,3
2024-10-16 13:17:20,51.386024,-2.432152,79.2,0,0.159,3
2024-10-16 13:17:21,51.386024,-2.432152,79.2,0,0.159,3
2024-10-16 13:17:22,51.386024,-2.432152,79.2,0,0.159,3
2024-10-16 13:17:23,51.386024,-2.432152,79.2,0,0.159,3
2024-10-16 13:17:24,51.386024,-2.432153,79.3,1.1,0.16,3
2024-10-16 13:17:25,51.386036,-2.432155,79.3,4.1,0.161,3
2024-10-16 13:17:26,51.38605,-2.432157,79.2,5.6,0.162,3
2024-10-16 13:17:27,51.386063,-2.432159,79,5.3,0.164,3
2024-10-16 13:17:28,51.386078,-2.432161,78.8,6.1,0.165,3
2024-10-16 13:17:29,51.386093,-2.432163,78.7,6.2,0.167,3
2024-10-16 13:17:30,51.386105,-2.432165,78.6,4.6,0.168,3
2024-10-16 13:17:31,51.38612,-2.432165,78.5,5.2,0.17,3
2024-10-16 13:17:32,51.386143,-2.43215,78.4,10.7,0.173,3
2024-10-16 13:17:33,51.38617,-2.432099,78.4,16.2,0.177,3
2024-10-16 13:17:34,51.386185,-2.432017,78,21.7,0.183,3
2024-10-16 13:17:35,51.386192,-2.431917,77.7,25.1,0.19,3
2024-10-16 13:17:36,51.386196,-2.431805,77.3,27.9,0.198,3
2024-10-16 13:17:37,51.386192,-2.431698,77,26.7,0.206,3
2024-10-16 13:17:38,51.386192,-2.431627,76.7,17.8,0.21,3
2024-10-16 13:17:39,51.386192,-2.431588,76.3,9.7,0.213,3
2024-10-16 13:17:40,51.386192,-2.431557,76.2,7.8,0.215,3
2024-10-16 13:17:41,51.386192,-2.431533,76.1,6.2,0.217,3
2024-10-16 13:17:42,51.386192,-2.43151,75.9,5.7,0.219,3
2024-10-16 13:17:43,51.386192,-2.431492,75.7,4.6,0.22,3
2024-10-16 13:17:44,51.386192,-2.431477,75.7,3.6,0.221,3
2024-10-16 13:17:45,51.386192,-2.431469,75.6,2.3,0.222,3
2024-10-16 13:17:46,51.386196,-2.431462,75.6,1.6,0.222,3
2024-10-16 13:17:47,51.386192,-2.43146,75.7,0.6,0.222,3
2024-10-16 13:17:48,51.386192,-2.43146,75.7,0,0.222,3
2024-10-16 13:17:49,51.386192,-2.431454,75.6,1.4,0.223,3
2024-10-16 13:17:50,51.386192,-2.431443,75.4,2.8,0.223,3
2024-10-16 13:17:51,51.386192,-2.431416,75.3,6.9,0.225,3
2024-10-16 13:17:52,51.386192,-2.431379,75.3,9.2,0.228,3
2024-10-16 13:17:53,51.386192,-2.43134,75.2,9.9,0.231,3
2024-10-16 13:17:54,51.386192,-2.431301,75,9.6,0.233,3
2024-10-16 13:17:55,51.38619,-2.431262,74.9,9.6,0.236,3
2024-10-16 13:17:56,51.38619,-2.431223,74.7,9.9,0.239,3
2024-10-16 13:17:57,51.38619,-2.431182,74.5,10.3,0.241,3
2024-10-16 13:17:58,51.38619,-2.431138,74.2,11,0.245,3
2024-10-16 13:17:59,51.386185,-2.431093,74,11.3,0.248,3
2024-10-16 13:18:00,51.386185,-2.431045,73.8,11.8,0.251,3
2024-10-16 13:18:01,51.386185,-2.430997,73.6,12.2,0.254,3
2024-10-16 13:18:02,51.386185,-2.43095,73.4,11.7,0.258,3
2024-10-16 13:18:03,51.38619,-2.430909,73.2,10.5,0.261,3
2024-10-16 13:18:04,51.386192,-2.430875,73,8.6,0.263,3
2024-10-16 13:18:05,51.386196,-2.430855,73,5.1,0.264,3
2024-10-16 13:18:06,51.3862,-2.430843,72.9,3.2,0.265,3
2024-10-16 13:18:07,51.386204,-2.430827,72.9,4.4,0.266,3
2024-10-16 13:18:08,51.38621,-2.4308,72.8,7.4,0.268,3
2024-10-16 13:18:09,51.386223,-2.430767,72.6,9.7,0.271,3
2024-10-16 13:18:10,51.386234,-2.430746,72.4,6.6,0.273,3
2024-10-16 13:18:11,51.38624,-2.430737,72.4,2.8,0.274,3
2024-10-16 13:18:12,51.386242,-2.430733,72.4,1.6,0.274,3
2024-10-16 13:18:13,51.386246,-2.430725,72.4,2.8,0.275,3
2024-10-16 13:18:14,51.38626,-2.430705,72.3,7.6,0.277,3
2024-10-16 13:18:15,51.38629,-2.430681,72.2,13.7,0.281,3
2024-10-16 13:18:16,51.38634,-2.430666,72.1,20.8,0.287,3
2024-10-16 13:18:17,51.386402,-2.430682,71.9,24,0.293,3
2024-10-16 13:18:18,51.38646,-2.430744,72,28.3,0.301,3
2024-10-16 13:18:19,51.386513,-2.430846,72.3,33.4,0.31,3
2024-10-16 13:18:20,51.386562,-2.430966,72.7,36,0.32,3
2024-10-16 13:18:21,51.386616,-2.431087,73.2,36.1,0.331,3
2024-10-16 13:18:22,51.386665,-2.431213,73.6,38.2,0.341,3
2024-10-16 13:18:23,51.386726,-2.431339,74.1,39.1,0.352,3
2024-10-16 13:18:24,51.386795,-2.431477,74.5,44,0.364,3
2024-10-16 13:18:25,51.38687,-2.431622,74.9,47.8,0.377,3
2024-10-16 13:18:26,51.38696,-2.431767,75.1,50.2,0.391,3
2024-10-16 13:18:27,51.38705,-2.43191,75.1,51.5,0.406,3
2024-10-16 13:18:28,51.387154,-2.432054,74.9,54.3,0.421,3
2024-10-16 13:18:29,51.387257,-2.432201,74.5,55.8,0.436,3
2024-10-16 13:18:30,51.387363,-2.432348,74.2,55.7,0.452,3
2024-10-16 13:18:31,51.387466,-2.432495,73.8,55.3,0.467,3
2024-10-16 13:18:32,51.387573,-2.432647,73.3,57.7,0.483,3
2024-10-16 13:18:33,51.38769,-2.432806,72.8,60.7,0.5,3
2024-10-16 13:18:34,51.3878,-2.432955,72.4,57.6,0.516,3
2024-10-16 13:18:35,51.387913,-2.433106,71.8,59,0.532,3
2024-10-16 13:18:36,51.38803,-2.433259,71.3,61.3,0.549,3
2024-10-16 13:18:37,51.388157,-2.43341,70.9,62.6,0.567,3
2024-10-16 13:18:38,51.38828,-2.433552,70.4,60.8,0.584,3
2024-10-16 13:18:39,51.38841,-2.433697,70,62.2,0.601,3
2024-10-16 13:18:40,51.388535,-2.433841,69.5,62.8,0.618,3
2024-10-16 13:18:41,51.388664,-2.43399,69.4,64.2,0.636,3
2024-10-16 13:18:42,51.388786,-2.434129,69.5,59.6,0.653,3
2024-10-16 13:18:43,51.388912,-2.434275,69.7,62,0.67,3
2024-10-16 13:18:44,51.389038,-2.434426,69.6,63.4,0.688,3
2024-10-16 13:18:45,51.38916,-2.434578,69.7,61.6,0.705,3
2024-10-16 13:18:46,51.38928,-2.434733,69.7,60.8,0.722,3
2024-10-16 13:18:47,51.389397,-2.434898,69.8,62.6,0.739,3
2024-10-16 13:18:48,51.38951,-2.435066,69.8,62.4,0.756,3
2024-10-16 13:18:49,51.389626,-2.435244,69.8,64.2,0.774,3
2024-10-16 13:18:50,51.389732,-2.435412,69.8,59.6,0.791,3
2024-10-16 13:18:51,51.389847,-2.435594,69.8,64.1,0.809,3
2024-10-16 13:18:52,51.389957,-2.435784,69.8,65.6,0.827,3
2024-10-16 13:18:53,51.390064,-2.435975,69.8,63.3,0.844,3
2024-10-16 13:18:54,51.39016,-2.436171,69.8,62.6,0.862,3
2024-10-16 13:18:55,51.39025,-2.436367,69.8,60.7,0.879,3
2024-10-16 13:18:56,51.390335,-2.436568,69.6,61,0.896,3
2024-10-16 13:18:57,51.390423,-2.43678,69.6,63.1,0.913,3
2024-10-16 13:18:58,51.3905,-2.436985,69.6,60.3,0.93,3
2024-10-16 13:18:59,51.390575,-2.437199,69.7,61.5,0.947,3
2024-10-16 13:19:00,51.390656,-2.437427,69.7,64.6,0.965,3
2024-10-16 13:19:01,51.390728,-2.437653,69.8,64,0.983,3
2024-10-16 13:19:02,51.39081,-2.437889,69.9,66.6,1.001,3
2024-10-16 13:19:03,51.390884,-2.438118,70.1,64.9,1.019,3
2024-10-16 13:19:04,51.390965,-2.438347,70.4,65.7,1.038,3
2024-10-16 13:19:05,51.39105,-2.438571,70.7,65.5,1.056,3
2024-10-16 13:19:06,51.39114,-2.43878,70.9,63.9,1.073,3
2024-10-16 13:19:07,51.391235,-2.438968,71,60.8,1.09,3
2024-10-16 13:19:08,51.391346,-2.439155,71.1,64,1.108,3
2024-10-16 13:19:09,51.391453,-2.439329,71.1,60.6,1.125,3
2024-10-16 13:19:10,51.39156,-2.439509,71.1,62.4,1.142,3
2024-10-16 13:19:11,51.391666,-2.439685,71,61.1,1.159,3
2024-10-16 13:19:12,51.39178,-2.43987,71.1,65,1.177,3
2024-10-16 13:19:13,51.391895,-2.440061,71.2,66.9,1.196,3
2024-10-16 13:19:14,51.392006,-2.440237,71.2,61.9,1.213,3
2024-10-16 13:19:15,51.39212,-2.440417,71.3,63.9,1.231,3
2024-10-16 13:19:16,51.39224,-2.440605,71.4,66.6,1.249,3
2024-10-16 13:19:17,51.392345,-2.440789,71.6,63.3,1.267,3
2024-10-16 13:19:18,51.39245,-2.440978,71.6,63,1.284,3
2024-10-16 13:19:19,51.392548,-2.441172,71.7,62.2,1.302,3
2024-10-16 13:19:20,51.392647,-2.441381,71.6,65.3,1.32,3
2024-10-16 13:19:21,51.392746,-2.441599,71.6,67.6,1.339,3
2024-10-16 13:19:22,51.392838,-2.441807,71.6,63.8,1.356,3
2024-10-16 13:19:23,51.392933,-2.442022,71.6,65.7,1.375,3
2024-10-16 13:19:24,51.39303,-2.442242,71.6,67.3,1.393,3
2024-10-16 13:19:25,51.393124,-2.442452,71.5,64.3,1.411,3
2024-10-16 13:19:26,51.393215,-2.442662,71.5,64.5,1.429,3
2024-10-16 13:19:27,51.393307,-2.442867,71.3,62.4,1.446,3
2024-10-16 13:19:28,51.3934,-2.443083,71.1,65.2,1.465,3
2024-10-16 13:19:29,51.39349,-2.44331,71,67.9,1.483,3
2024-10-16 13:19:30,51.393578,-2.443526,70.8,64.3,1.501,3
2024-10-16 13:19:31,51.393665,-2.443752,70.6,66.6,1.52,3
2024-10-16 13:19:32,51.39376,-2.443986,70.4,69.2,1.539,3
2024-10-16 13:19:33,51.39385,-2.444206,70.2,65.5,1.557,3
2024-10-16 13:19:34,51.393944,-2.444425,70,66.8,1.576,3
2024-10-16 13:19:35,51.394043,-2.444642,69.7,66.9,1.594,3
2024-10-16 13:19:36,51.394142,-2.444859,69.7,67.4,1.613,3
2024-10-16 13:19:37,51.39425,-2.445082,69.5,69.8,1.632,3
2024-10-16 13:19:38,51.394356,-2.4453,69.4,69.2,1.652,3
2024-10-16 13:19:39,51.394463,-2.445514,69.6,68.6,1.671,3
2024-10-16 13:19:40,51.394573,-2.445729,69.7,69.9,1.69,3
2024-10-16 13:19:41,51.394688,-2.445939,69.6,69.8,1.71,3
2024-10-16 13:19:42,51.394802,-2.446137,69.4,67.4,1.728,3
2024-10-16 13:19:43,51.39492,-2.446336,69.2,68.2,1.747,3
2024-10-16 13:19:44,51.39504,-2.446533,68.8,68.2,1.766,3
2024-10-16 13:19:45,51.39516,-2.446738,68.4,71.4,1.786,3
2024-10-16 13:19:46,51.39528,-2.446933,68.1,67.7,1.805,3
2024-10-16 13:19:47,51.395393,-2.447121,67.8,65.2,1.823,3
2024-10-16 13:19:48,51.395508,-2.447317,67.6,67.6,1.842,3
2024-10-16 13:19:49,51.39562,-2.447505,67.4,64.1,1.86,3
2024-10-16 13:19:50,51.395725,-2.447686,67.2,61.6,1.877,3
2024-10-16 13:19:51,51.39583,-2.447866,67.1,61.7,1.894,3
2024-10-16 13:19:52,51.395935,-2.448042,67.1,60.9,1.911,3
2024-10-16 13:19:53,51.39604,-2.448214,67,60.8,1.928,3
2024-10-16 13:19:54,51.39615,-2.448367,67,57.2,1.944,3
2024-10-16 13:19:55,51.396255,-2.448502,67.1,54.4,1.959,3
2024-10-16 13:19:56,51.39637,-2.448629,67.3,55.9,1.974,3
2024-10-16 13:19:57,51.396484,-2.448741,67.2,53.6,1.989,3
2024-10-16 13:19:58,51.39659,-2.448839,67.1,49.8,2.003,3
2024-10-16 13:19:59,51.3967,-2.448932,67,49.8,2.017,3
2024-10-16 13:20:00,51.396812,-2.449022,66.9,49.2,2.03,3
2024-10-16 13:20:01,51.396915,-2.449101,66.7,45.6,2.043,3
2024-10-16 13:20:02,51.397003,-2.449167,66.6,39.2,2.054,3
2024-10-16 13:20:03,51.397087,-2.449226,66.5,36.1,2.064,3
2024-10-16 13:20:04,51.39716,-2.449276,66.3,31.1,2.073,3
2024-10-16 13:20:05,51.397205,-2.44931,66.3,21.7,2.079,3
2024-10-16 13:20:06,51.397243,-2.449333,66.3,15,2.083,3
2024-10-16 13:20:07,51.397263,-2.449348,66.3,9.5,2.085,3
2024-10-16 13:20:08,51.39728,-2.449358,66.3,6.9,2.087,3
2024-10-16 13:20:09,51.397293,-2.449365,66.2,5.4,2.089,3
2024-10-16 13:20:10,51.3973,-2.44937,66.1,3.2,2.09,3
2024-10-16 13:20:11,51.397305,-2.449374,66.1,2.6,2.091,3
2024-10-16 13:20:12,51.39732,-2.449381,66.2,5.3,2.092,3
2024-10-16 13:20:13,51.39734,-2.449394,66.1,9.2,2.095,3
2024-10-16 13:20:14,51.39737,-2.44941,66.2,11.9,2.098,3
2024-10-16 13:20:15,51.397404,-2.44943,66.2,15,2.102,3
2024-10-16 13:20:16,51.39745,-2.449456,66.1,18.7,2.107,3
2024-10-16 13:20:17,51.397495,-2.449482,66.2,20.4,2.113,3
2024-10-16 13:20:18,51.397545,-2.449508,66.2,19.9,2.118,3
2024-10-16 13:20:19,51.397594,-2.449536,66.3,22,2.125,3
2024-10-16 13:20:20,51.397663,-2.449573,66.4,28.6,2.133,3
2024-10-16 13:20:21,51.39774,-2.449615,66.3,31.9,2.141,3
2024-10-16 13:20:22,51.39782,-2.449659,66.4,34.1,2.151,3
2024-10-16 13:20:23,51.397896,-2.449701,66.6,32.6,2.16,3
2024-10-16 13:20:24,51.39797,-2.449742,66.6,31.2,2.169,3
2024-10-16 13:20:25,51.39804,-2.449782,66.8,30.4,2.177,3
2024-10-16 13:20:26,51.398106,-2.449818,66.9,27.2,2.185,3
2024-10-16 13:20:27,51.398167,-2.449855,67,26.3,2.192,3
2024-10-16 13:20:28,51.398228,-2.449898,67.1,27.3,2.199,3
2024-10-16 13:20:29,51.398293,-2.44995,67.1,28.3,2.207,3
2024-10-16 13:20:30,51.398354,-2.450009,67.3,29.2,2.215,3
2024-10-16 13:20:31,51.39842,-2.450073,67.4,29.5,2.224,3
2024-10-16 13:20:32,51.39848,-2.450145,67.6,31,2.232,3
2024-10-16 13:20:33,51.39855,-2.450223,68,33.8,2.242,3
2024-10-16 13:20:34,51.39862,-2.450301,68.3,34.8,2.251,3
2024-10-16 13:20:35,51.3987,-2.450385,68.6,37.5,2.262,3
2024-10-16 13:20:36,51.39878,-2.450472,69,38.8,2.272,3
2024-10-16 13:20:37,51.398857,-2.450557,69.3,38.3,2.283,3
2024-10-16 13:20:38,51.398937,-2.450644,69.5,38.9,2.294,3
2024-10-16 13:20:39,51.39902,-2.450725,70,38.1,2.305,3
2024-10-16 13:20:40,51.399105,-2.450806,70.4,39.4,2.315,3
2024-10-16 13:20:41,51.399193,-2.450895,71,41.2,2.327,3
2024-10-16 13:20:42,51.399273,-2.450982,71.6,39.6,2.338,3
2024-10-16 13:20:43,51.399357,-2.451069,72.2,39.5,2.349,3
2024-10-16 13:20:44,51.39944,-2.451161,73,41.3,2.36,3
2024-10-16 13:20:45,51.39953,-2.451256,73.8,42,2.372,3
2024-10-16 13:20:46,51.39962,-2.451355,74.6,43.7,2.384,3
2024-10-16 13:20:47,51.399708,-2.451455,75.4,43.5,2.396,3
2024-10-16 13:20:48,51.3998,-2.451561,76.3,45.7,2.409,3
2024-10-16 13:20:49,51.3999,-2.451675,77.2,48.6,2.422,3
2024-10-16 13:20:50,51.399998,-2.451787,78.3,48.5,2.436,3
2024-10-16 13:20:51,51.400097,-2.4519,79.4,48.6,2.449,3
2024-10-16 13:20:52,51.400204,-2.452023,80.5,52.8,2.464,3
2024-10-16 13:20:53,51.40031,-2.452143,81.6,51.7,2.478,3
2024-10-16 13:20:54,51.400406,-2.452264,82.6,49,2.492,3
2024-10-16 13:20:55,51.400494,-2.452392,83.4,47.1,2.505,3
2024-10-16 13:20:56,51.40057,-2.45254,84.5,48.6,2.519,3
2024-10-16 13:20:57,51.400635,-2.452708,85.4,49.1,2.532,3
2024-10-16 13:20:58,51.40068,-2.452884,86.4,47.7,2.546,3
2024-10-16 13:20:59,51.400715,-2.453075,87.2,49.4,2.559,3
2024-10-16 13:21:00,51.40073,-2.45327,88.2,49.3,2.573,3
2024-10-16 13:21:01,51.40074,-2.453461,88.7,47.9,2.586,3
2024-10-16 13:21:02,51.40075,-2.453648,88.9,47,2.599,3
2024-10-16 13:21:03,51.40076,-2.453835,89.5,46.8,2.612,3
2024-10-16 13:21:04,51.40077,-2.454015,90.1,45.1,2.625,3
2024-10-16 13:21:05,51.40078,-2.454197,90.7,45.5,2.637,3
2024-10-16 13:21:06,51.400795,-2.454378,91.3,45.7,2.65,3
2024-10-16 13:21:07,51.400818,-2.454567,91.8,47.9,2.663,3
2024-10-16 13:21:08,51.40085,-2.454762,92.4,50.5,2.677,3
2024-10-16 13:21:09,51.400883,-2.454943,92.9,47.2,2.691,3
2024-10-16 13:21:10,51.40092,-2.455113,93.2,44.9,2.703,3
2024-10-16 13:21:11,51.40096,-2.455288,93.5,46.5,2.716,3
2024-10-16 13:21:12,51.401005,-2.455465,93.6,47.5,2.729,3
2024-10-16 13:21:13,51.40105,-2.455644,93.5,48.8,2.743,3
2024-10-16 13:21:14,51.401104,-2.455801,93.4,44.3,2.755,3
2024-10-16 13:21:15,51.401165,-2.455949,93.3,44.4,2.767,3
2024-10-16 13:21:16,51.401234,-2.456087,93.1,44.4,2.78,3
2024-10-16 13:21:17,51.401306,-2.456208,92.9,42.2,2.791,3
2024-10-16 13:21:18,51.40138,-2.456312,92.7,38.1,2.802,3
2024-10-16 13:21:19,51.401436,-2.4564,92.5,32.4,2.811,3
2024-10-16 13:21:20,51.401493,-2.456482,92.4,30.5,2.82,3
2024-10-16 13:21:21,51.401546,-2.456558,92.2,28.3,2.827,3
2024-10-16 13:21:22,51.401596,-2.45663,92.1,26.8,2.835,3
2024-10-16 13:21:23,51.40164,-2.456699,92,25.6,2.842,3
2024-10-16 13:21:24,51.401695,-2.456777,91.9,28.3,2.85,3
2024-10-16 13:21:25,51.40175,-2.456859,91.8,29.3,2.858,3
2024-10-16 13:21:26,51.4018,-2.456945,91.6,30.3,2.866,3
2024-10-16 13:21:27,51.401855,-2.457039,91.5,32.2,2.875,3
2024-10-16 13:21:28,51.40191,-2.457135,91.3,32.2,2.884,3
2024-10-16 13:21:29,51.40196,-2.457233,91.1,31.7,2.893,3
2024-10-16 13:21:30,51.402004,-2.45733,91,30.2,2.901,3
2024-10-16 13:21:31,51.402046,-2.457433,90.9,30.9,2.91,3
2024-10-16 13:21:32,51.40209,-2.457553,90.9,34.7,2.92,3
2024-10-16 13:21:33,51.40213,-2.457682,91,36.1,2.93,3
2024-10-16 13:21:34,51.402164,-2.457829,90.8,39.1,2.941,3
2024-10-16 13:21:35,51.402195,-2.457991,90.7,42.3,2.952,3
2024-10-16 13:21:36,51.40222,-2.458169,90.7,45.8,2.965,3
2024-10-16 13:21:37,51.40225,-2.458368,90.7,50.8,2.979,3
2024-10-16 13:21:38,51.402275,-2.458566,90.6,50.3,2.993,3
2024-10-16 13:21:39,51.402298,-2.45877,90.6,51.9,3.007,3
2024-10-16 13:21:40,51.40232,-2.458978,90.7,52.9,3.022,3
2024-10-16 13:21:41,51.402348,-2.459171,90.7,49.1,3.036,3
2024-10-16 13:21:42,51.402374,-2.459355,90.6,47.3,3.049,3
2024-10-16 13:21:43,51.40241,-2.459539,90.6,47.9,3.062,3
2024-10-16 13:21:44,51.40245,-2.459727,90.6,49.7,3.076,3
2024-10-16 13:21:45,51.402496,-2.459923,90.6,52.4,3.091,3
2024-10-16 13:21:46,51.402542,-2.460103,90.6,48.9,3.104,3
2024-10-16 13:21:47,51.4026,-2.460283,90.5,49.9,3.118,3
2024-10-16 13:21:48,51.402657,-2.46046,90.4,50,3.132,3
2024-10-16 13:21:49,51.402714,-2.460629,90.2,47.8,3.145,3
2024-10-16 13:21:50,51.402767,-2.4608,90.1,47.8,3.159,3
2024-10-16 13:21:51,51.402817,-2.460966,89.9,46.6,3.171,3
2024-10-16 13:21:52,51.40287,-2.461138,89.8,48,3.185,3
2024-10-16 13:21:53,51.402927,-2.461316,89.7,49.8,3.199,3
2024-10-16 13:21:54,51.40298,-2.46148,89.6,46,3.211,3
2024-10-16 13:21:55,51.403034,-2.461651,89.4,47.7,3.225,3
2024-10-16 13:21:56,51.40309,-2.461833,89.2,51.1,3.239,3
2024-10-16 13:21:57,51.40315,-2.462007,89,48.5,3.252,3
2024-10-16 13:21:58,51.403202,-2.46218,88.8,48.6,3.266,3
2024-10-16 13:21:59,51.403255,-2.462351,88.7,47.9,3.279,3
2024-10-16 13:22:00,51.403313,-2.462526,88.5,49,3.293,3
2024-10-16 13:22:01,51.403366,-2.462699,88.3,48.3,3.306,3
2024-10-16 13:22:02,51.40342,-2.462872,88.2,48.6,3.32,3
2024-10-16 13:22:03,51.403477,-2.463048,88,49.4,3.333,3
2024-10-16 13:22:04,51.403534,-2.463235,87.9,52,3.348,3
2024-10-16 13:22:05,51.403587,-2.463415,87.7,49.6,3.362,3
2024-10-16 13:22:06,51.403645,-2.463599,87.5,51.1,3.376,3
2024-10-16 13:22:07,51.403698,-2.463785,87.4,51.6,3.39,3
2024-10-16 13:22:08,51.403755,-2.463975,87.3,52.8,3.405,3
2024-10-16 13:22:09,51.403812,-2.464164,87.2,52.3,3.419,3
2024-10-16 13:22:10,51.403873,-2.464347,87,51.5,3.434,3
2024-10-16 13:22:11,51.403934,-2.464522,86.9,50.5,3.448,3
2024-10-16 13:22:12,51.40401,-2.464695,86.8,52.3,3.462,3
