time,Latitude,Longitude,Altitude (m),Speed (km/h),Total distance (km),Target
2024-10-15 09:20:28,51.502632,-2.512243,90.1,59.1,2.254,3
2024-10-15 09:20:29,51.50258,-2.512033,90,56.2,2.27,3
2024-10-15 09:20:30,51.502533,-2.511848,89.9,50,2.284,3
2024-10-15 09:20:31,51.502483,-2.511674,89.8,47.2,2.297,3
2024-10-15 09:20:32,51.502438,-2.511506,89.7,45.8,2.31,3
2024-10-15 09:20:33,51.502396,-2.511344,89.5,44.2,2.322,3
2024-10-15 09:20:34,51.50235,-2.51119,89.4,41.9,2.334,3
2024-10-15 09:20:35,51.502308,-2.511041,89.2,40.7,2.345,3
2024-10-15 09:20:36,51.50227,-2.510893,89.1,40.2,2.356,3
2024-10-15 09:20:37,51.50223,-2.51074,88.9,41.2,2.367,3
2024-10-15 09:20:38,51.502197,-2.510578,88.8,42.3,2.379,3
2024-10-15 09:20:39,51.502174,-2.510405,88.8,44.2,2.391,3
2024-10-15 09:20:40,51.502167,-2.510217,88.6,47,2.405,3
2024-10-15 09:20:41,51.502167,-2.510012,88.5,51,2.419,3
2024-10-15 09:20:42,51.502186,-2.509798,88.3,53.8,2.434,3
2024-10-15 09:20:43,51.50222,-2.509582,88.2,55.6,2.449,3
2024-10-15 09:20:44,51.50227,-2.509362,88.1,58.1,2.465,3
2024-10-15 09:20:45,51.50233,-2.509144,88,59.9,2.482,3
2024-10-15 09:20:46,51.502403,-2.508925,87.9,61.7,2.499,3
2024-10-15 09:20:47,51.502483,-2.508696,87.7,65.5,2.517,3
2024-10-15 09:20:48,51.502575,-2.508457,87.5,69.8,2.537,3
2024-10-15 09:20:49,51.50267,-2.508208,87.3,73,2.557,3
2024-10-15 09:20:50,51.50277,-2.507946,87.2,76.2,2.578,3
2024-10-15 09:20:51,51.50287,-2.507673,87.1,78.9,2.6,3
2024-10-15 09:20:52,51.502968,-2.507387,87.1,81.6,2.623,3
2024-10-15 09:20:53,51.503063,-2.507097,87.2,81.6,2.645,3
2024-10-15 09:20:54,51.503147,-2.506807,87.4,80.1,2.668,3
2024-10-15 09:20:55,51.50323,-2.506519,87.6,78.7,2.689,3
2024-10-15 09:20:56,51.503307,-2.506219,87.8,80.9,2.712,3
2024-10-15 09:20:57,51.503376,-2.505919,88,79.9,2.734,3
2024-10-15 09:20:58,51.50344,-2.505619,88.1,79.1,2.756,3
2024-10-15 09:20:59,51.503498,-2.505325,88.2,76.9,2.777,3
2024-10-15 09:21:00,51.50355,-2.505017,88.4,79.5,2.799,3
2024-10-15 09:21:01,51.503605,-2.504705,88.5,80.3,2.822,3
2024-10-15 09:21:02,51.503647,-2.5044,88.6,78.3,2.844,3
2024-10-15 09:21:03,51.50369,-2.504098,88.7,77.2,2.865,3
2024-10-15 09:21:04,51.50373,-2.503786,88.8,79.3,2.887,3
2024-10-15 09:21:05,51.503773,-2.503474,88.9,79.7,2.909,3
2024-10-15 09:21:06,51.503815,-2.50316,88.9,79.8,2.931,3
2024-10-15 09:21:07,51.503857,-2.502852,89,78.7,2.953,3
2024-10-15 09:21:08,51.5039,-2.502532,89.1,81.3,2.976,3
2024-10-15 09:21:09,51.50394,-2.502213,89.2,81.3,2.998,3
2024-10-15 09:21:10,51.50398,-2.501903,89.2,78.8,3.02,3
2024-10-15 09:21:11,51.50402,-2.501593,89.2,79.1,3.042,3
2024-10-15 09:21:12,51.504063,-2.501275,89.2,80.8,3.065,3
2024-10-15 09:21:13,51.504105,-2.50096,89.2,80.4,3.087,3
2024-10-15 09:21:14,51.504147,-2.500648,89.2,79.4,3.109,3
2024-10-15 09:21:15,51.504185,-2.500341,89.1,78.1,3.131,3
2024-10-15 09:21:16,51.504223,-2.500035,89.1,77.8,3.152,3
2024-10-15 09:21:17,51.50426,-2.499727,89,78.2,3.174,3
2024-10-15 09:21:18,51.5043,-2.499428,89,76.1,3.195,3
2024-10-15 09:21:19,51.504337,-2.499128,88.8,76.3,3.216,3
2024-10-15 09:21:20,51.504375,-2.498825,88.7,77.2,3.238,3
2024-10-15 09:21:21,51.504417,-2.498517,88.6,78.3,3.26,3
2024-10-15 09:21:22,51.504456,-2.498207,88.5,78.8,3.281,3
2024-10-15 09:21:23,51.504498,-2.497892,88.3,80.1,3.304,3
2024-10-15 09:21:24,51.50454,-2.497582,88.1,78.9,3.326,3
2024-10-15 09:21:25,51.504578,-2.49727,87.8,79.6,3.348,3
2024-10-15 09:21:26,51.50462,-2.496973,87.8,75.6,3.369,3
2024-10-15 09:21:27,51.504658,-2.496677,87.8,75.2,3.39,3
2024-10-15 09:21:28,51.504696,-2.496379,87.9,76,3.411,3
2024-10-15 09:21:29,51.504734,-2.496083,88.2,75.2,3.432,3
2024-10-15 09:21:30,51.50477,-2.495799,88.5,72.4,3.452,3
2024-10-15 09:21:31,51.504807,-2.495515,88.8,72.3,3.472,3
2024-10-15 09:21:32,51.504845,-2.495233,89.1,71.8,3.492,3
2024-10-15 09:21:33,51.504883,-2.494947,89.5,72.8,3.512,3
2024-10-15 09:21:34,51.504913,-2.494678,89.9,68.4,3.531,3
2024-10-15 09:21:35,51.504948,-2.494414,90.2,67.2,3.55,3
2024-10-15 09:21:36,51.504982,-2.494148,90.6,67.5,3.568,3
2024-10-15 09:21:37,51.505016,-2.493885,91,66.9,3.587,3
2024-10-15 09:21:38,51.50505,-2.493632,91.3,64.5,3.605,3
2024-10-15 09:21:39,51.50508,-2.493382,91.7,63.6,3.623,3
2024-10-15 09:21:40,51.505116,-2.493126,92.1,65.3,3.641,3
2024-10-15 09:21:41,51.50515,-2.492866,92.7,66.3,3.659,3
2024-10-15 09:21:42,51.505184,-2.492614,93.1,64.1,3.677,3
2024-10-15 09:21:43,51.505215,-2.492368,93.5,62.4,3.694,3
2024-10-15 09:21:44,51.505245,-2.492127,94,61.4,3.711,3
2024-10-15 09:21:45,51.505276,-2.491899,94.4,58,3.727,3
2024-10-15 09:21:46,51.505306,-2.491685,94.8,54.8,3.743,3
2024-10-15 09:21:47,51.50534,-2.491484,95.1,52,3.757,3
2024-10-15 09:21:48,51.505383,-2.491291,95.4,51,3.771,3
2024-10-15 09:21:49,51.505432,-2.491108,95.8,49.4,3.785,3
2024-10-15 09:21:50,51.505486,-2.490941,96.1,46.8,3.798,3
2024-10-15 09:21:51,51.505543,-2.490776,96.5,47.1,3.811,3
2024-10-15 09:21:52,51.505596,-2.490617,96.6,45,3.824,3
2024-10-15 09:21:53,51.505634,-2.490451,96.8,44.1,3.836,3
2024-10-15 09:21:54,51.505646,-2.490287,96.9,41.2,3.847,3
2024-10-15 09:21:55,51.50563,-2.490127,96.8,40.3,3.858,3
2024-10-15 09:21:56,51.50559,-2.489972,96.8,42.7,3.87,3
2024-10-15 09:21:57,51.505527,-2.489816,96.7,45.9,3.883,3
2024-10-15 09:21:58,51.505463,-2.489651,96.7,47.8,3.896,3
2024-10-15 09:21:59,51.505405,-2.489464,96.5,52.4,3.911,3
2024-10-15 09:22:00,51.50535,-2.48926,96.4,55.4,3.926,3
2024-10-15 09:22:01,51.505295,-2.48904,96.5,59.2,3.943,3
2024-10-15 09:22:02,51.505234,-2.488811,96.5,62,3.96,3
2024-10-15 09:22:03,51.505165,-2.488571,96.4,65.6,3.978,3
2024-10-15 09:22:04,51.505085,-2.488323,96.3,69.5,3.997,3
2024-10-15 09:22:05,51.504997,-2.488065,96.2,73.3,4.018,3
2024-10-15 09:22:06,51.5049,-2.487807,96.1,75,4.039,3
2024-10-15 09:22:07,51.50479,-2.487543,96,78.7,4.061,3
2024-10-15 09:22:08,51.504673,-2.487278,95.9,81.8,4.083,3
2024-10-15 09:22:09,51.504543,-2.487019,95.8,82.9,4.106,3
2024-10-15 09:22:10,51.504406,-2.486766,95.8,83.5,4.13,3
2024-10-15 09:22:11,51.50426,-2.486518,95.7,84.9,4.153,3
2024-10-15 09:22:12,51.50411,-2.486274,95.6,86.4,4.177,3
2024-10-15 09:22:13,51.50395,-2.486043,95.4,85.5,4.201,3
2024-10-15 09:22:14,51.503796,-2.485828,95.3,82.2,4.224,3
2024-10-15 09:22:15,51.50364,-2.485624,95.2,80.1,4.246,3
2024-10-15 09:22:16,51.503487,-2.485429,95.1,78.7,4.268,3
2024-10-15 09:22:17,51.50333,-2.485238,94.9,78.2,4.289,3
2024-10-15 09:22:18,51.503174,-2.48505,94.8,77.9,4.311,3
2024-10-15 09:22:19,51.503014,-2.484859,94.7,79.8,4.333,3
2024-10-15 09:22:20,51.502853,-2.484668,94.6,80,4.356,3
2024-10-15 09:22:21,51.502693,-2.484477,94.5,80,4.378,3
2024-10-15 09:22:22,51.502537,-2.484289,94.3,78.6,4.4,3
2024-10-15 09:22:23,51.502377,-2.484101,94.2,78.7,4.421,3
2024-10-15 09:22:24,51.50222,-2.483916,94,77.7,4.443,3
2024-10-15 09:22:25,51.502064,-2.483732,93.9,77.8,4.465,3
2024-10-15 09:22:26,51.501923,-2.483566,93.9,70.1,4.484,3
2024-10-15 09:22:27,51.50179,-2.48341,93.8,65.7,4.502,3
2024-10-15 09:22:28,51.501663,-2.483259,93.7,63.5,4.52,3
2024-10-15 09:22:29,51.501537,-2.483112,93.7,61.9,4.537,3
2024-10-15 09:22:30,51.50142,-2.482974,93.6,58.2,4.553,3
2024-10-15 09:22:31,51.50131,-2.48284,93.7,56.3,4.569,3
2024-10-15 09:22:32,51.501198,-2.482709,93.7,54.5,4.584,3
2024-10-15 09:22:33,51.501087,-2.482578,93.8,55.2,4.599,3
2024-10-15 09:22:34,51.50098,-2.482454,93.9,52.5,4.614,3
2024-10-15 09:22:35,51.500877,-2.482331,94,51.6,4.628,3
2024-10-15 09:22:36,51.50078,-2.482216,94.1,48.4,4.642,3
2024-10-15 09:22:37,51.50069,-2.482111,94.2,44.3,4.654,3
2024-10-15 09:22:38,51.500614,-2.482019,94.3,38.6,4.665,3
2024-10-15 09:22:39,51.500546,-2.481939,94.5,33.6,4.674,3
2024-10-15 09:22:40,51.50048,-2.481865,94.6,31.4,4.683,3
2024-10-15 09:22:41,51.50042,-2.481792,94.7,30.6,4.691,3
2024-10-15 09:22:42,51.500366,-2.481727,94.8,27.3,4.699,3
2024-10-15 09:22:43,51.500313,-2.481664,94.9,26.3,4.706,3
2024-10-15 09:22:44,51.500263,-2.481603,95,25.2,4.713,3
2024-10-15 09:22:45,51.500217,-2.481548,95,23.1,4.72,3
2024-10-15 09:22:46,51.50018,-2.481504,95.1,18,4.725,3
2024-10-15 09:22:47,51.500153,-2.481472,95.1,13.2,4.728,3
2024-10-15 09:22:48,51.500137,-2.481451,95.2,8.6,4.731,3
2024-10-15 09:22:49,51.500126,-2.481435,95.2,6.4,4.733,3
2024-10-15 09:22:50,51.500114,-2.481422,95.3,5.2,4.734,3
2024-10-15 09:22:51,51.500095,-2.481401,95.3,8.4,4.736,3
2024-10-15 09:22:52,51.50007,-2.481364,95.3,15.4,4.741,3
2024-10-15 09:22:53,51.500023,-2.481308,95.3,22.7,4.747,3
2024-10-15 09:22:54,51.499977,-2.481249,95.4,23.3,4.753,3
2024-10-15 09:22:55,51.499924,-2.48118,95.4,27.3,4.761,3
2024-10-15 09:22:56,51.499863,-2.481102,95.5,31.1,4.77,3
2024-10-15 09:22:57,51.4998,-2.481022,95.6,31.7,4.778,3
2024-10-15 09:22:58,51.499744,-2.480944,95.8,30.6,4.787,3
2024-10-15 09:22:59,51.499687,-2.480862,96,30.3,4.795,3
2024-10-15 09:23:00,51.499638,-2.480769,96.2,30.4,4.804,3
2024-10-15 09:23:01,51.4996,-2.480656,96.3,32.3,4.813,3
2024-10-15 09:23:02,51.499577,-2.480529,96.5,32.8,4.822,3
2024-10-15 09:23:03,51.49957,-2.480386,96.8,35.8,4.832,3
2024-10-15 09:23:04,51.49956,-2.480235,96.9,37.8,4.842,3
2024-10-15 09:23:05,51.499542,-2.48009,96.9,36.9,4.853,3
2024-10-15 09:23:06,51.499504,-2.479955,97.2,36.8,4.863,3
2024-10-15 09:23:07,51.49945,-2.479834,97.3,37.5,4.873,3
2024-10-15 09:23:08,51.499374,-2.479733,97.4,39.5,4.884,3
2024-10-15 09:23:09,51.499283,-2.479665,97.5,39.9,4.895,3
2024-10-15 09:23:10,51.499184,-2.479638,97.5,41,4.907,3
2024-10-15 09:23:11,51.499073,-2.479653,97.6,43.7,4.919,3
2024-10-15 09:23:12,51.49896,-2.47968,97.7,47,4.932,3
2024-10-15 09:23:13,51.498837,-2.479676,97.8,49,4.945,3
2024-10-15 09:23:14,51.49872,-2.479623,98,49.3,4.959,3
2024-10-15 09:23:15,51.498596,-2.47953,98.2,53.1,4.974,3
2024-10-15 09:23:16,51.498474,-2.479417,98.4,56.1,4.989,3
2024-10-15 09:23:17,51.498356,-2.479297,98.6,56.9,5.005,3
2024-10-15 09:23:18,51.498234,-2.479173,98.8,58.1,5.021,3
2024-10-15 09:23:19,51.4981,-2.479033,99,62.5,5.039,3
2024-10-15 09:23:20,51.497967,-2.478884,99.5,65.5,5.057,3
2024-10-15 09:23:21,51.49783,-2.478724,99.8,67.9,5.076,3
2024-10-15 09:23:22,51.497696,-2.478562,100.1,67.3,5.095,3
2024-10-15 09:23:23,51.497562,-2.478395,100.3,68.3,5.114,3
2024-10-15 09:23:24,51.49742,-2.478218,100.5,71.3,5.133,3
2024-10-15 09:23:25,51.497276,-2.478031,100.8,73.8,5.154,3
2024-10-15 09:23:26,51.49714,-2.477842,101.2,72.9,5.174,3
2024-10-15 09:23:27,51.497,-2.477645,101.6,74.1,5.195,3
2024-10-15 09:23:28,51.496864,-2.477445,102.2,74,5.215,3
2024-10-15 09:23:29,51.49673,-2.477242,102.8,73.8,5.236,3
2024-10-15 09:23:30,51.4966,-2.477038,103.4,72.4,5.256,3
2024-10-15 09:23:31,51.49647,-2.476829,103.9,72.7,5.276,3
2024-10-15 09:23:32,51.496346,-2.476611,104.5,74.9,5.297,3
2024-10-15 09:23:33,51.49622,-2.476389,104.9,74.6,5.318,3
2024-10-15 09:23:34,51.4961,-2.476173,105.5,71.1,5.337,3
2024-10-15 09:23:35,51.49599,-2.475959,105.7,69.7,5.357,3
2024-10-15 09:23:36,51.49588,-2.475737,106.1,71.1,5.376,3
2024-10-15 09:23:37,51.49577,-2.475517,106.5,69.8,5.396,3
2024-10-15 09:23:38,51.495667,-2.475292,106.9,70.2,5.415,3
2024-10-15 09:23:39,51.49556,-2.475065,107.2,70.9,5.435,3
2024-10-15 09:23:40,51.49545,-2.474825,107.6,74.1,5.456,3
2024-10-15 09:23:41,51.49534,-2.474581,108,75.4,5.477,3
2024-10-15 09:23:42,51.495228,-2.474336,108.3,75.5,5.498,3
2024-10-15 09:23:43,51.495113,-2.474088,108.6,76.5,5.519,3
2024-10-15 09:23:44,51.495,-2.473838,108.8,77.4,5.54,3
2024-10-15 09:23:45,51.494884,-2.473594,109,76.5,5.562,3
2024-10-15 09:23:46,51.494762,-2.473349,109.3,78.3,5.583,3
2024-10-15 09:23:47,51.49464,-2.473116,109.5,75.7,5.604,3
2024-10-15 09:23:48,51.494514,-2.472888,109.6,76,5.625,3
2024-10-15 09:23:49,51.494385,-2.472668,109.7,75.2,5.646,3
2024-10-15 09:23:50,51.49426,-2.472463,109.8,71.6,5.666,3
2024-10-15 09:23:51,51.494137,-2.472266,109.9,70.2,5.686,3
2024-10-15 09:23:52,51.494007,-2.472076,109.9,70,5.705,3
2024-10-15 09:23:53,51.493885,-2.471903,110,65.3,5.723,3
2024-10-15 09:23:54,51.493774,-2.471758,110.1,56.2,5.739,3
2024-10-15 09:23:55,51.493683,-2.471637,110.1,48.2,5.752,3
2024-10-15 09:23:56,51.493595,-2.471529,110.1,43.4,5.764,3
2024-10-15 09:23:57,51.493523,-2.471439,110.1,37.4,5.775,3
2024-10-15 09:23:58,51.493458,-2.471363,110.1,31.9,5.784,3
2024-10-15 09:23:59,51.493397,-2.471294,110.1,29.9,5.792,3
2024-10-15 09:24:00,51.493336,-2.471227,110,29.2,5.8,3
2024-10-15 09:24:01,51.49328,-2.471164,110,28.3,5.808,3
2024-10-15 09:24:02,51.49322,-2.471103,110,27.2,5.815,3
2024-10-15 09:24:03,51.493168,-2.471045,109.9,26.7,5.823,3
2024-10-15 09:24:04,51.493107,-2.470984,109.9,28.4,5.831,3
2024-10-15 09:24:05,51.493042,-2.470922,109.9,29.7,5.839,3
2024-10-15 09:24:06,51.492977,-2.47086,109.8,30.2,5.847,3
2024-10-15 09:24:07,51.49291,-2.470797,109.8,31.7,5.856,3
2024-10-15 09:24:08,51.492832,-2.470728,109.7,35.2,5.866,3
