time,Latitude,Longitude,Altitude (m),Speed (km/h),Total distance (km),Target
2024-10-15 15:55:12,51.537582,-2.490893,97.5,19.7,0.586,3
2024-10-15 15:55:13,51.53754,-2.490938,97.6,20.3,0.592,3
2024-10-15 15:55:14,51.53749,-2.490989,97.5,23.2,0.598,3
2024-10-15 15:55:15,51.537437,-2.491064,97.7,28.3,0.606,3
2024-10-15 15:55:16,51.537384,-2.491167,97.7,33.6,0.616,3
2024-10-15 15:55:17,51.537323,-2.491293,97.8,39.9,0.627,3
2024-10-15 15:55:18,51.53725,-2.491439,97.9,46.4,0.64,3
2024-10-15 15:55:19,51.53717,-2.491596,98.2,50.1,0.653,3
2024-10-15 15:55:20,51.537083,-2.491763,98.4,54.3,0.669,3
2024-10-15 15:55:21,51.53699,-2.491941,98.5,58.2,0.685,3
2024-10-15 15:55:22,51.536892,-2.492129,98.6,61.3,0.702,3
2024-10-15 15:55:23,51.536793,-2.492318,98.9,61.6,0.719,3
2024-10-15 15:55:24,51.536686,-2.492522,99.1,66.1,0.737,3
2024-10-15 15:55:25,51.53658,-2.492731,99.1,67.3,0.756,3
2024-10-15 15:55:26,51.536476,-2.492935,99.2,65.8,0.774,3
2024-10-15 15:55:27,51.536373,-2.493138,99.2,64.9,0.792,3
2024-10-15 15:55:28,51.53627,-2.493341,99.4,64.7,0.81,3
2024-10-15 15:55:29,51.53617,-2.493545,99.4,65.1,0.828,3
2024-10-15 15:55:30,51.53607,-2.493743,99.5,63.4,0.846,3
2024-10-15 15:55:31,51.535973,-2.493941,99.6,63.1,0.863,3
2024-10-15 15:55:32,51.535873,-2.494145,99.7,64.8,0.881,3
2024-10-15 15:55:33,51.535774,-2.494343,99.8,63,0.899,3
2024-10-15 15:55:34,51.535683,-2.494534,99.9,60.5,0.916,3
2024-10-15 15:55:35,51.535587,-2.494718,100.1,58.7,0.932,3
2024-10-15 15:55:36,51.535496,-2.494904,100.2,59.3,0.948,3
2024-10-15 15:55:37,51.535408,-2.495088,100.4,58.4,0.965,3
2024-10-15 15:55:38,51.53532,-2.495265,100.5,56.3,0.98,3
2024-10-15 15:55:39,51.535233,-2.495437,100.6,55.1,0.996,3
2024-10-15 15:55:40,51.53514,-2.495616,100.7,57.4,1.012,3
2024-10-15 15:55:41,51.535053,-2.495787,100.8,55.3,1.027,3
2024-10-15 15:55:42,51.53497,-2.495956,100.8,54.4,1.042,3
2024-10-15 15:55:43,51.53488,-2.496119,100.8,53.2,1.057,3
2024-10-15 15:55:44,51.534798,-2.496282,100.9,53.3,1.072,3
2024-10-15 15:55:45,51.534714,-2.496441,101.1,51.8,1.086,3
2024-10-15 15:55:46,51.53463,-2.496598,101.2,51.6,1.1,3
2024-10-15 15:55:47,51.534542,-2.496755,101.4,52.4,1.115,3
2024-10-15 15:55:48,51.534443,-2.496919,101.5,56.6,1.131,3
2024-10-15 15:55:49,51.534344,-2.497073,101.6,55.6,1.146,3
2024-10-15 15:55:50,51.53424,-2.497216,101.7,54.3,1.161,3
2024-10-15 15:55:51,51.534134,-2.497347,101.8,53.2,1.176,3
2024-10-15 15:55:52,51.534023,-2.497472,101.9,54.2,1.191,3
2024-10-15 15:55:53,51.533913,-2.497585,102,53.2,1.206,3
2024-10-15 15:55:54,51.5338,-2.497692,102.2,52.8,1.22,3
2024-10-15 15:55:55,51.533684,-2.49779,102.3,51.9,1.235,3
2024-10-15 15:55:56,51.533558,-2.497889,102.6,55.4,1.25,3
2024-10-15 15:55:57,51.53344,-2.49798,102.9,53.5,1.265,3
2024-10-15 15:55:58,51.533318,-2.49807,103.1,53.3,1.28,3
2024-10-15 15:55:59,51.5332,-2.498159,103.4,52.6,1.295,3
2024-10-15 15:56:00,51.53308,-2.498248,103.7,51.9,1.309,3
2024-10-15 15:56:01,51.532967,-2.498337,103.8,50.4,1.323,3
2024-10-15 15:56:02,51.53286,-2.498432,104,50,1.337,3
2024-10-15 15:56:03,51.532745,-2.498535,104.2,51.2,1.351,3
2024-10-15 15:56:04,51.532635,-2.498649,104.2,52.9,1.366,3
2024-10-15 15:56:05,51.532528,-2.498768,104.4,52,1.38,3
2024-10-15 15:56:06,51.532425,-2.498895,104.5,51.8,1.395,3
2024-10-15 15:56:07,51.532326,-2.499029,104.6,52,1.409,3
2024-10-15 15:56:08,51.53223,-2.499171,104.7,52.3,1.424,3
2024-10-15 15:56:09,51.53214,-2.49932,104.7,52.2,1.438,3
2024-10-15 15:56:10,51.53205,-2.499474,104.8,52.3,1.453,3
2024-10-15 15:56:11,51.53196,-2.499633,104.9,53.1,1.467,3
2024-10-15 15:56:12,51.53187,-2.4998,105,55.5,1.483,3
2024-10-15 15:56:13,51.53178,-2.499963,105,53.9,1.498,3
2024-10-15 15:56:14,51.531696,-2.50012,105.1,52.2,1.512,3
2024-10-15 15:56:15,51.53161,-2.500277,105.2,52,1.527,3
2024-10-15 15:56:16,51.531525,-2.50043,105.3,50.9,1.541,3
2024-10-15 15:56:17,51.53144,-2.50058,105.5,49.7,1.555,3
2024-10-15 15:56:18,51.53136,-2.500726,105.6,48.5,1.568,3
2024-10-15 15:56:19,51.53128,-2.500872,105.8,48.4,1.582,3
2024-10-15 15:56:20,51.5312,-2.501019,105.9,48.7,1.595,3
2024-10-15 15:56:21,51.53112,-2.501172,106,50.6,1.609,3
2024-10-15 15:56:22,51.531036,-2.501324,106.1,50.3,1.623,3
2024-10-15 15:56:23,51.530952,-2.501477,106.3,50.9,1.637,3
2024-10-15 15:56:24,51.53087,-2.50163,106.7,50.7,1.651,3
2024-10-15 15:56:25,51.530785,-2.501783,106.9,51.1,1.666,3
2024-10-15 15:56:26,51.5307,-2.501933,107.1,50.2,1.679,3
2024-10-15 15:56:27,51.530617,-2.502085,107.3,50.6,1.694,3
2024-10-15 15:56:28,51.53053,-2.502237,107.4,51.1,1.708,3
2024-10-15 15:56:29,51.530445,-2.502386,107.5,50.6,1.722,3
2024-10-15 15:56:30,51.530357,-2.50252,107.7,48,1.735,3
2024-10-15 15:56:31,51.53027,-2.502647,107.8,47.7,1.748,3
2024-10-15 15:56:32,51.530174,-2.502769,107.9,48.3,1.762,3
2024-10-15 15:56:33,51.53008,-2.502882,108.1,47.8,1.775,3
2024-10-15 15:56:34,51.52998,-2.502979,108.2,46.1,1.788,3
2024-10-15 15:56:35,51.52988,-2.503065,108.3,45.9,1.801,3
2024-10-15 15:56:36,51.529774,-2.503139,108.3,45.6,1.813,3
2024-10-15 15:56:37,51.52967,-2.503201,108.4,44,1.826,3
2024-10-15 15:56:38,51.52957,-2.503253,108.5,42.4,1.837,3
2024-10-15 15:56:39,51.529472,-2.503298,108.6,40.8,1.849,3
2024-10-15 15:56:40,51.529373,-2.503335,108.7,40.8,1.86,3
2024-10-15 15:56:41,51.529278,-2.503367,108.9,39.1,1.871,3
2024-10-15 15:56:42,51.529186,-2.5034,109.1,37,1.881,3
2024-10-15 15:56:43,51.529095,-2.503436,109.4,38.7,1.892,3
2024-10-15 15:56:44,51.529,-2.503473,109.5,39.1,1.903,3
2024-10-15 15:56:45,51.5289,-2.503513,109.6,39.8,1.914,3
2024-10-15 15:56:46,51.528805,-2.503556,109.7,40.8,1.925,3
2024-10-15 15:56:47,51.5287,-2.503603,109.9,43.2,1.937,3
2024-10-15 15:56:48,51.528595,-2.503649,109.9,43.8,1.949,3
2024-10-15 15:56:49,51.52849,-2.503692,110,43,1.961,3
2024-10-15 15:56:50,51.52839,-2.50374,110.2,41.7,1.973,3
2024-10-15 15:56:51,51.52829,-2.503789,110.4,41.5,1.984,3
2024-10-15 15:56:52,51.52819,-2.503841,110.5,42.4,1.996,3
2024-10-15 15:56:53,51.528088,-2.503899,110.8,43.1,2.008,3
2024-10-15 15:56:54,51.52799,-2.503965,111,43.5,2.02,3
2024-10-15 15:56:55,51.527893,-2.504036,111.1,41.8,2.032,3
2024-10-15 15:56:56,51.527798,-2.504117,111.2,42.9,2.044,3
2024-10-15 15:56:57,51.527706,-2.504208,111.2,43.4,2.056,3
2024-10-15 15:56:58,51.527615,-2.504308,111.2,44.5,2.068,3
2024-10-15 15:56:59,51.52752,-2.504413,111.4,45.4,2.081,3
2024-10-15 15:57:00,51.527428,-2.504522,111.5,46.4,2.094,3
2024-10-15 15:57:01,51.527332,-2.504632,111.8,46.2,2.107,3
2024-10-15 15:57:02,51.52724,-2.504744,112,46.6,2.119,3
2024-10-15 15:57:03,51.52715,-2.504854,112.3,45.1,2.132,3
2024-10-15 15:57:04,51.52706,-2.504965,112.5,46.1,2.145,3
2024-10-15 15:57:05,51.52697,-2.505073,112.8,44.4,2.157,3
2024-10-15 15:57:06,51.526882,-2.505181,112.7,44.5,2.169,3
2024-10-15 15:57:07,51.526802,-2.505285,112.7,41.9,2.181,3
2024-10-15 15:57:08,51.52672,-2.50539,112.7,42.1,2.193,3
2024-10-15 15:57:09,51.526638,-2.505494,112.8,41.2,2.204,3
2024-10-15 15:57:10,51.526558,-2.505596,112.9,41,2.216,3
2024-10-15 15:57:11,51.52648,-2.505694,113,39,2.226,3
2024-10-15 15:57:12,51.5264,-2.505796,113.1,41,2.238,3
2024-10-15 15:57:13,51.526318,-2.505904,113.3,42.9,2.25,3
2024-10-15 15:57:14,51.526237,-2.506008,113.3,41,2.261,3
2024-10-15 15:57:15,51.526157,-2.506109,113.3,40.7,2.272,3
2024-10-15 15:57:16,51.526077,-2.506211,113.4,40.8,2.284,3
2024-10-15 15:57:17,51.525997,-2.506311,113.5,40.4,2.295,3
2024-10-15 15:57:18,51.52592,-2.50641,113.5,40,2.306,3
2024-10-15 15:57:19,51.52584,-2.506507,113.6,39.7,2.317,3
2024-10-15 15:57:20,51.525764,-2.506603,113.6,39.6,2.328,3
2024-10-15 15:57:21,51.525684,-2.506695,113.7,38.3,2.339,3
2024-10-15 15:57:22,51.52561,-2.506784,113.7,37.4,2.349,3
2024-10-15 15:57:23,51.52554,-2.506871,113.8,36.5,2.359,3
2024-10-15 15:57:24,51.525467,-2.506957,113.9,35.8,2.369,3
2024-10-15 15:57:25,51.525394,-2.507042,113.9,35.6,2.379,3
2024-10-15 15:57:26,51.525322,-2.507128,114,35.9,2.389,3
2024-10-15 15:57:27,51.52525,-2.507213,114,36.4,2.399,3
2024-10-15 15:57:28,51.525173,-2.507296,114.1,35.9,2.409,3
2024-10-15 15:57:29,51.525105,-2.507377,114.2,35,2.419,3
2024-10-15 15:57:30,51.525036,-2.507455,114.2,33.6,2.428,3
2024-10-15 15:57:31,51.52497,-2.50753,114.2,31.6,2.437,3
2024-10-15 15:57:32,51.524906,-2.507601,114.2,31.1,2.446,3
2024-10-15 15:57:33,51.524857,-2.507658,114.1,25,2.453,3
2024-10-15 15:57:34,51.52482,-2.507699,114.3,18.3,2.458,3
2024-10-15 15:57:35,51.52479,-2.507728,114.3,13.1,2.461,3
2024-10-15 15:57:36,51.524773,-2.507746,114.4,8.1,2.464,3
2024-10-15 15:57:37,51.524757,-2.507763,114.4,7.9,2.466,3
2024-10-15 15:57:38,51.52473,-2.507791,114.4,12.4,2.469,3
2024-10-15 15:57:39,51.52469,-2.50784,114.5,21.3,2.475,3
2024-10-15 15:57:40,51.524635,-2.507899,114.4,26.2,2.482,3
2024-10-15 15:57:41,51.524567,-2.507968,114.4,31.6,2.491,3
2024-10-15 15:57:42,51.52449,-2.50805,114.5,37.4,2.502,3
2024-10-15 15:57:43,51.5244,-2.508146,114.6,44.3,2.514,3
2024-10-15 15:57:44,51.524296,-2.508249,114.5,47.3,2.527,3
2024-10-15 15:57:45,51.524193,-2.508349,114.5,48.2,2.54,3
2024-10-15 15:57:46,51.524094,-2.508434,114.5,45.3,2.553,3
2024-10-15 15:57:47,51.523994,-2.508504,114.6,44,2.565,3
2024-10-15 15:57:48,51.523888,-2.508556,114.7,43.4,2.577,3
2024-10-15 15:57:49,51.52379,-2.5086,114.8,42,2.589,3
2024-10-15 15:57:50,51.52369,-2.50864,114.9,40.5,2.6,3
2024-10-15 15:57:51,51.52359,-2.508677,115.1,40.6,2.612,3
2024-10-15 15:57:52,51.523495,-2.508715,115.2,40.1,2.623,3
2024-10-15 15:57:53,51.5234,-2.508749,115.4,38.1,2.633,3
2024-10-15 15:57:54,51.52332,-2.50878,115.5,33.6,2.643,3
2024-10-15 15:57:55,51.52325,-2.508805,115.6,27.6,2.65,3
2024-10-15 15:57:56,51.523193,-2.508827,115.8,23.5,2.657,3
2024-10-15 15:57:57,51.523148,-2.508847,116,20.3,2.662,3
2024-10-15 15:57:58,51.5231,-2.508864,116.1,18.6,2.668,3
2024-10-15 15:57:59,51.523052,-2.508883,116.2,20.5,2.673,3
2024-10-15 15:58:00,51.523006,-2.508901,116.2,18.8,2.678,3
2024-10-15 15:58:01,51.52298,-2.508912,116.2,11.6,2.682,3
2024-10-15 15:58:02,51.522964,-2.508918,116.2,5.7,2.683,3
2024-10-15 15:58:03,51.522957,-2.508921,116.2,3.6,2.684,3
2024-10-15 15:58:04,51.522945,-2.508925,116.2,3.4,2.685,3
2024-10-15 15:58:05,51.522934,-2.508931,116.2,6,2.687,3
2024-10-15 15:58:06,51.52291,-2.50894,116.3,9.2,2.689,3
2024-10-15 15:58:07,51.52289,-2.50895,116.3,9.8,2.692,3
2024-10-15 15:58:08,51.522858,-2.508961,116.3,12.4,2.696,3
2024-10-15 15:58:09,51.522816,-2.508979,116.4,17.4,2.7,3
2024-10-15 15:58:10,51.522762,-2.509002,116.5,20.8,2.706,3
2024-10-15 15:58:11,51.522713,-2.509029,116.5,21.7,2.712,3
2024-10-15 15:58:12,51.522655,-2.50906,116.5,24.1,2.719,3
2024-10-15 15:58:13,51.5226,-2.509098,116.6,25.5,2.726,3
2024-10-15 15:58:14,51.52254,-2.509139,116.7,24.1,2.733,3
2024-10-15 15:58:15,51.522488,-2.509174,116.7,23,2.739,3
2024-10-15 15:58:16,51.522438,-2.509206,116.7,21.7,2.745,3
2024-10-15 15:58:17,51.5224,-2.509251,116.7,18.8,2.75,3
2024-10-15 15:58:18,51.522385,-2.509315,116.5,17.1,2.755,3
2024-10-15 15:58:19,51.522396,-2.509396,116.2,20.6,2.761,3
2024-10-15 15:58:20,51.52242,-2.509501,115.8,27.7,2.768,3
2024-10-15 15:58:21,51.52245,-2.509635,115.1,35.6,2.778,3
2024-10-15 15:58:22,51.522484,-2.509773,114.2,36.9,2.789,3
2024-10-15 15:58:23,51.52252,-2.509919,113.1,38.9,2.799,3
2024-10-15 15:58:24,51.522556,-2.51007,112,40.9,2.811,3
2024-10-15 15:58:25,51.522602,-2.510217,111.4,40.4,2.822,3
2024-10-15 15:58:26,51.52264,-2.510348,110.8,36.6,2.832,3
2024-10-15 15:58:27,51.52268,-2.510457,110.5,30.6,2.841,3
2024-10-15 15:58:28,51.522705,-2.51054,110.2,23.5,2.847,3
2024-10-15 15:58:29,51.522728,-2.510606,110,18.9,2.852,3
2024-10-15 15:58:30,51.522747,-2.510664,109.8,16,2.857,3
2024-10-15 15:58:31,51.522762,-2.510722,109.7,16.2,2.861,3
2024-10-15 15:58:32,51.52278,-2.510787,109.6,17.8,2.866,3
2024-10-15 15:58:33,51.5228,-2.51085,109.4,17.2,2.871,3
2024-10-15 15:58:34,51.522816,-2.510914,109.2,17.1,2.876,3
2024-10-15 15:58:35,51.522835,-2.510983,109.1,18.5,2.881,3
2024-10-15 15:58:36,51.52285,-2.511063,108.9,21.1,2.887,3
2024-10-15 15:58:37,51.52286,-2.511157,108.6,24,2.894,3
2024-10-15 15:58:38,51.52287,-2.511267,108.3,27.4,2.901,3
2024-10-15 15:58:39,51.522877,-2.5114,108.1,33.3,2.91,3
2024-10-15 15:58:40,51.52288,-2.511565,107.7,41.1,2.922,3
2024-10-15 15:58:41,51.522892,-2.511736,107.4,42.8,2.934,3
2024-10-15 15:58:42,51.522903,-2.511915,107.1,45,2.946,3
2024-10-15 15:58:43,51.52291,-2.512099,106.7,45.9,2.959,3
2024-10-15 15:58:44,51.522923,-2.512287,106.5,47.1,2.972,3
2024-10-15 15:58:45,51.52293,-2.512479,106.1,47.8,2.985,3
2024-10-15 15:58:46,51.522938,-2.512669,105.9,47.5,2.998,3
2024-10-15 15:58:47,51.522945,-2.512857,105.5,47,3.012,3
2024-10-15 15:58:48,51.522953,-2.513051,105.2,48.2,3.025,3
2024-10-15 15:58:49,51.52296,-2.513244,105,48.3,3.038,3
2024-10-15 15:58:50,51.522964,-2.513437,104.6,48,3.052,3
2024-10-15 15:58:51,51.522972,-2.513629,104.3,48,3.065,3
2024-10-15 15:58:52,51.52298,-2.51382,104,47.6,3.078,3
2024-10-15 15:58:53,51.522987,-2.514014,103.5,48.4,3.092,3
2024-10-15 15:58:54,51.523,-2.514209,103,48.7,3.105,3
2024-10-15 15:58:55,51.523018,-2.514407,102.5,49.7,3.119,3
2024-10-15 15:58:56,51.523037,-2.514613,101.8,52.2,3.134,3
2024-10-15 15:58:57,51.523064,-2.51482,100.9,52.3,3.148,3
2024-10-15 15:58:58,51.52309,-2.515023,100,51.8,3.162,3
2024-10-15 15:58:59,51.523117,-2.51523,99.1,52.7,3.177,3
2024-10-15 15:59:00,51.52314,-2.515442,98.2,53.6,3.192,3
2024-10-15 15:59:01,51.523155,-2.51566,97.3,54.7,3.207,3
2024-10-15 15:59:02,51.523163,-2.51588,96.4,54.7,3.222,3
2024-10-15 15:59:03,51.52316,-2.5161,95.4,54.8,3.238,3
2024-10-15 15:59:04,51.523148,-2.516323,94.4,55.9,3.253,3
2024-10-15 15:59:05,51.52313,-2.516558,93.4,59,3.27,3
2024-10-15 15:59:06,51.523094,-2.516784,92.5,57.7,3.286,3
2024-10-15 15:59:07,51.523052,-2.517012,91.7,59.3,3.302,3
2024-10-15 15:59:08,51.523003,-2.517238,90.8,60.1,3.319,3
2024-10-15 15:59:09,51.522945,-2.517447,90.2,56.8,3.335,3
2024-10-15 15:59:10,51.52289,-2.517628,89.7,50.4,3.349,3
2024-10-15 15:59:11,51.522835,-2.517789,89.4,45.3,3.361,3
2024-10-15 15:59:12,51.52278,-2.517952,89.1,45.8,3.374,3
2024-10-15 15:59:13,51.522728,-2.518124,88.8,48.3,3.387,3
2024-10-15 15:59:14,51.52267,-2.518306,88.6,50.9,3.401,3
2024-10-15 15:59:15,51.522606,-2.518503,88.2,55.4,3.417,3
2024-10-15 15:59:16,51.522537,-2.518708,87.9,57.9,3.433,3
2024-10-15 15:59:17,51.522465,-2.518918,87.7,59.4,3.449,3
2024-10-15 15:59:18,51.522392,-2.519123,87.5,58.8,3.466,3
2024-10-15 15:59:19,51.52232,-2.519326,87.4,58.4,3.482,3
2024-10-15 15:59:20,51.522243,-2.519528,87.2,58.9,3.498,3
2024-10-15 15:59:21,51.522167,-2.519731,87.1,59.3,3.515,3
2024-10-15 15:59:22,51.522087,-2.519935,87,59.5,3.531,3
2024-10-15 15:59:23,51.522015,-2.52014,87,59.6,3.548,3
2024-10-15 15:59:24,51.52194,-2.520359,87.1,61.9,3.565,3
2024-10-15 15:59:25,51.521873,-2.520585,87.2,62.5,3.582,3
2024-10-15 15:59:26,51.521812,-2.52081,87.2,60.7,3.599,3
2024-10-15 15:59:27,51.521763,-2.521033,87.3,59.2,3.616,3
2024-10-15 15:59:28,51.521713,-2.521253,87.3,58.1,3.632,3
2024-10-15 15:59:29,51.521664,-2.521469,87.4,57.3,3.648,3
2024-10-15 15:59:30,51.521618,-2.521674,87.5,54.3,3.663,3
2024-10-15 15:59:31,51.521572,-2.521874,87.6,53,3.678,3
2024-10-15 15:59:32,51.52153,-2.522075,87.8,53.2,3.692,3
2024-10-15 15:59:33,51.521492,-2.522271,88,51.1,3.706,3
2024-10-15 15:59:34,51.521454,-2.522463,88.2,49.9,3.72,3
2024-10-15 15:59:35,51.521423,-2.522653,88.2,49.2,3.734,3
2024-10-15 15:59:36,51.521393,-2.522841,88.3,48.4,3.747,3
2024-10-15 15:59:37,51.521366,-2.523024,88.3,46.7,3.76,3
2024-10-15 15:59:38,51.52134,-2.523196,88.5,44.1,3.773,3
2024-10-15 15:59:39,51.521317,-2.523363,88.6,42.6,3.784,3
2024-10-15 15:59:40,51.521294,-2.523523,88.8,40.9,3.796,3
2024-10-15 15:59:41,51.52127,-2.52368,89.1,40.2,3.807,3
2024-10-15 15:59:42,51.521248,-2.523823,89.3,36.8,3.817,3
2024-10-15 15:59:43,51.521225,-2.523961,89.8,35.3,3.827,3
2024-10-15 15:59:44,51.521206,-2.524084,90,31.7,3.836,3
2024-10-15 15:59:45,51.521187,-2.524186,90.2,26.5,3.843,3
2024-10-15 15:59:46,51.52117,-2.524263,90.3,20.1,3.849,3
2024-10-15 15:59:47,51.521164,-2.524312,90.5,12.8,3.852,3
2024-10-15 15:59:48,51.52116,-2.524343,90.7,7.9,3.855,3
