time,Latitude,Longitude,Altitude (m),Speed (km/h),Total distance (km),Target
2024-10-18 00:50:40,51.45938,-2.585087,67.8,5,0.094,1
2024-10-18 00:50:41,51.45939,-2.585104,68.9,5.1,0.095,1
2024-10-18 00:50:42,51.459393,-2.585121,70,5.1,0.097,1
2024-10-18 00:50:43,51.4594,-2.585142,70.6,5.8,0.098,1
2024-10-18 00:50:44,51.459415,-2.585153,71.5,7.4,0.1,1
2024-10-18 00:50:45,51.459427,-2.585172,72.4,5.6,0.102,1
2024-10-18 00:50:46,51.459427,-2.585193,73.6,5.4,0.103,1
2024-10-18 00:50:47,51.45944,-2.585209,74.7,6.7,0.105,1
2024-10-18 00:50:48,51.459446,-2.585227,75.5,5.2,0.107,1
2024-10-18 00:50:49,51.459442,-2.58525,74.8,6,0.108,1
2024-10-18 00:50:50,51.45944,-2.585277,74.8,6.9,0.11,1
2024-10-18 00:50:51,51.45944,-2.585301,74.6,5.9,0.112,1
2024-10-18 00:50:52,51.45944,-2.585323,74,5.5,0.113,1
2024-10-18 00:50:53,51.45944,-2.585342,73,5,0.115,1
2024-10-18 00:50:54,51.45943,-2.585362,73,5.5,0.116,1
2024-10-18 00:50:55,51.459423,-2.585382,72.9,5.9,0.118,1
2024-10-18 00:50:56,51.459415,-2.585402,72.5,5.7,0.12,1
2024-10-18 00:50:57,51.45941,-2.58542,71.7,5,0.121,1
2024-10-18 00:50:58,51.459408,-2.58544,71.5,5.3,0.122,1
2024-10-18 00:50:59,51.459404,-2.58546,71.2,5.2,0.124,1
2024-10-18 00:51:00,51.4594,-2.585481,71.1,5.2,0.125,1
2024-10-18 00:51:01,51.459396,-2.585503,70.6,5.6,0.127,1
2024-10-18 00:51:02,51.459396,-2.585526,70.6,5.7,0.129,1
2024-10-18 00:51:03,51.459396,-2.585551,71.2,6.3,0.13,1
2024-10-18 00:51:04,51.459396,-2.585576,71.7,6.2,0.132,1
2024-10-18 00:51:05,51.459393,-2.5856,71.6,6.1,0.134,1
2024-10-18 00:51:06,51.4594,-2.585626,72.3,7.5,0.136,1
2024-10-18 00:51:07,51.4594,-2.585654,72.7,7,0.138,1
2024-10-18 00:51:08,51.459396,-2.585681,73.1,6.9,0.14,1
2024-10-18 00:51:09,51.459404,-2.585706,73.5,7.3,0.142,1
2024-10-18 00:51:10,51.459408,-2.585727,74.3,5.4,0.143,1
2024-10-18 00:51:11,51.459408,-2.585751,74.2,6,0.145,1
2024-10-18 00:51:12,51.459404,-2.585777,73.9,6.5,0.147,1
2024-10-18 00:51:13,51.459404,-2.585801,74.1,6,0.148,1
2024-10-18 00:51:14,51.459415,-2.585822,73.7,7.2,0.15,1
2024-10-18 00:51:15,51.45942,-2.585843,73.2,5.7,0.152,1
2024-10-18 00:51:16,51.45942,-2.585867,73.6,5.9,0.154,1
2024-10-18 00:51:17,51.45942,-2.585893,74.3,6.6,0.155,1
2024-10-18 00:51:18,51.459415,-2.585917,74.8,5.9,0.157,1
2024-10-18 00:51:19,51.459415,-2.585942,75.3,6.3,0.159,1
2024-10-18 00:51:20,51.45941,-2.585968,76.3,6.8,0.161,1
2024-10-18 00:51:21,51.459408,-2.585991,77.7,5.7,0.162,1
2024-10-18 00:51:22,51.45941,-2.586012,79.1,5.4,0.164,1
2024-10-18 00:51:23,51.459415,-2.586032,80.8,5.4,0.165,1
2024-10-18 00:51:24,51.45941,-2.586061,81.5,7.3,0.167,1
2024-10-18 00:51:25,51.459415,-2.586086,82.2,6.2,0.169,1
2024-10-18 00:51:26,51.459423,-2.58611,83.2,6.4,0.171,1
2024-10-18 00:51:27,51.459427,-2.586135,83.7,6.5,0.173,1
2024-10-18 00:51:28,51.45943,-2.586162,83.2,7.1,0.175,1
2024-10-18 00:51:29,51.459435,-2.58619,83,7.2,0.177,1
2024-10-18 00:51:30,51.459435,-2.586224,83.2,8.4,0.179,1
2024-10-18 00:51:31,51.459435,-2.586268,83.6,10.9,0.182,2
2024-10-18 00:51:32,51.459435,-2.58631,82.2,10.7,0.185,2
2024-10-18 00:51:33,51.459435,-2.586351,82.4,10.1,0.188,2
2024-10-18 00:51:34,51.459423,-2.58639,84.6,10.7,0.191,2
2024-10-18 00:51:35,51.45941,-2.586434,84.9,12,0.194,2
2024-10-18 00:51:36,51.45941,-2.58649,83.2,13.9,0.198,2
2024-10-18 00:51:37,51.459427,-2.58656,82.8,18.2,0.203,2
2024-10-18 00:51:38,51.459435,-2.586638,82.8,19.9,0.208,2
2024-10-18 00:51:39,51.45944,-2.586726,82.2,21.9,0.215,2
2024-10-18 00:51:40,51.45945,-2.586791,83.3,16.7,0.219,2
2024-10-18 00:51:41,51.45946,-2.586848,83.6,15.2,0.223,2
2024-10-18 00:51:42,51.459473,-2.586892,83.8,11.8,0.227,2
2024-10-18 00:51:43,51.459484,-2.586924,83.5,9.1,0.229,2
2024-10-18 00:51:44,51.45949,-2.586952,83.3,7.5,0.231,1
2024-10-18 00:51:45,51.45949,-2.586983,82.2,7.6,0.233,1
2024-10-18 00:51:46,51.45949,-2.587014,81.4,7.7,0.236,1
2024-10-18 00:51:47,51.459484,-2.587038,80.3,6.3,0.237,1
2024-10-18 00:51:48,51.459484,-2.58706,79.3,5.6,0.239,1
2024-10-18 00:51:49,51.45949,-2.587085,79.1,6.7,0.241,1
2024-10-18 00:51:50,51.4595,-2.587109,79.3,7.2,0.243,1
2024-10-18 00:51:51,51.459507,-2.587128,79,6,0.244,1
2024-10-18 00:51:52,51.45952,-2.587149,79.2,6.4,0.246,1
2024-10-18 00:51:53,51.459526,-2.587169,78.9,6,0.248,1
2024-10-18 00:51:54,51.459534,-2.587186,78.2,5.6,0.249,1
2024-10-18 00:51:55,51.45954,-2.587208,77.7,5.8,0.251,1
2024-10-18 00:51:56,51.45954,-2.58723,77.5,5.7,0.253,1
2024-10-18 00:51:57,51.45954,-2.587253,76.3,5.7,0.254,1
2024-10-18 00:51:58,51.459545,-2.587275,76.1,5.6,0.256,1
2024-10-18 00:51:59,51.45955,-2.587299,76.4,6.1,0.257,1
2024-10-18 00:52:00,51.459545,-2.587324,76.2,6.2,0.259,1
2024-10-18 00:52:01,51.459545,-2.587347,76,5.9,0.261,1
2024-10-18 00:52:02,51.459545,-2.587368,75.8,5.3,0.262,1
2024-10-18 00:52:03,51.45954,-2.587388,75.1,5.1,0.264,1
2024-10-18 00:52:04,51.45954,-2.587408,74.6,5,0.265,1
2024-10-18 00:52:05,51.45954,-2.587429,74.3,5.2,0.266,1
2024-10-18 00:52:06,51.45954,-2.587452,74.1,5.9,0.268,1
2024-10-18 00:52:07,51.459538,-2.587474,74,5.4,0.27,1
2024-10-18 00:52:08,51.45954,-2.587498,73.5,6.2,0.271,1
2024-10-18 00:52:09,51.45955,-2.587522,73.3,6.6,0.273,1
2024-10-18 00:52:10,51.459553,-2.587548,73,6.6,0.275,1
2024-10-18 00:52:11,51.459557,-2.587578,72.7,7.5,0.277,1
2024-10-18 00:52:12,51.459557,-2.587611,72.6,8.5,0.279,2
2024-10-18 00:52:13,51.45956,-2.587663,72.1,12.9,0.283,2
2024-10-18 00:52:14,51.459564,-2.587716,71.8,13.3,0.287,2
2024-10-18 00:52:15,51.45956,-2.58777,71.8,13.5,0.29,2
2024-10-18 00:52:16,51.45956,-2.587821,70.8,12.8,0.294,2
2024-10-18 00:52:17,51.45956,-2.587876,70.2,13.7,0.298,2
2024-10-18 00:52:18,51.45956,-2.58793,70.3,13.3,0.301,2
2024-10-18 00:52:19,51.45956,-2.587989,71.3,14.9,0.306,2
2024-10-18 00:52:20,51.459557,-2.588048,71,14.6,0.31,2
2024-10-18 00:52:21,51.459553,-2.588101,70.8,13.3,0.313,2
2024-10-18 00:52:22,51.45955,-2.588157,70.7,14.2,0.317,2
2024-10-18 00:52:23,51.459545,-2.588221,70.8,15.8,0.322,2
2024-10-18 00:52:24,51.45955,-2.588286,70.4,16.4,0.326,2
2024-10-18 00:52:25,51.459545,-2.588336,71.4,12.4,0.33,2
2024-10-18 00:52:26,51.459545,-2.588381,71.4,11.3,0.333,2
2024-10-18 00:52:27,51.459545,-2.588427,71.9,11.5,0.336,2
2024-10-18 00:52:28,51.45955,-2.588471,72,10.8,0.339,2
2024-10-18 00:52:29,51.45955,-2.588505,72.9,8.6,0.341,2
2024-10-18 00:52:30,51.459553,-2.588542,72.7,9.3,0.344,2
2024-10-18 00:52:31,51.459557,-2.588578,72.5,9,0.346,2
2024-10-18 00:52:32,51.459564,-2.58861,73,9,0.349,2
2024-10-18 00:52:33,51.459576,-2.588652,74,11.5,0.352,2
2024-10-18 00:52:34,51.459587,-2.588714,73.4,16,0.357,2
2024-10-18 00:52:35,51.4596,-2.588768,73.9,13.8,0.36,2
2024-10-18 00:52:36,51.459606,-2.588816,73.5,12.7,0.364,2
2024-10-18 00:52:37,51.459618,-2.588866,73.7,12.9,0.368,2
2024-10-18 00:52:38,51.45962,-2.588916,74.1,12.6,0.371,2
2024-10-18 00:52:39,51.45962,-2.58897,73.7,13.6,0.375,2
2024-10-18 00:52:40,51.45962,-2.589026,73.6,14,0.379,2
2024-10-18 00:52:41,51.459625,-2.589085,74,14.7,0.383,2
2024-10-18 00:52:42,51.459633,-2.58914,74.1,13.9,0.387,2
2024-10-18 00:52:43,51.45962,-2.58922,74.7,20.3,0.392,2
2024-10-18 00:52:44,51.459618,-2.589297,74.5,19.4,0.398,2
2024-10-18 00:52:45,51.459618,-2.589361,73.4,15.9,0.402,2
2024-10-18 00:52:46,51.45962,-2.589419,72.2,14.7,0.406,2
2024-10-18 00:52:47,51.45963,-2.589477,71.7,14.7,0.41,2
2024-10-18 00:52:48,51.459633,-2.58953,71.2,13.1,0.414,2
2024-10-18 00:52:49,51.45963,-2.589565,71.1,8.9,0.416,2
2024-10-18 00:52:50,51.459625,-2.58959,70.9,6.2,0.418,2
2024-10-18 00:52:51,51.459625,-2.589621,70.9,7.8,0.42,2
2024-10-18 00:52:52,51.45963,-2.589663,71.1,10.5,0.423,2
2024-10-18 00:52:53,51.45964,-2.589705,70.6,11.5,0.426,2
2024-10-18 00:52:54,51.459656,-2.589749,69.7,12.8,0.43,2
2024-10-18 00:52:55,51.459675,-2.589794,69.8,12.9,0.434,2
2024-10-18 00:52:56,51.45969,-2.58985,70.4,15.7,0.438,2
2024-10-18 00:52:57,51.4597,-2.589903,70.5,14.2,0.442,2
2024-10-18 00:52:58,51.459717,-2.589958,71.1,14.9,0.446,2
2024-10-18 00:52:59,51.459736,-2.590006,71.5,14.1,0.45,2
2024-10-18 00:53:00,51.459763,-2.590032,72,12.5,0.453,2
2024-10-18 00:53:01,51.459793,-2.590057,72,13.4,0.457,2
2024-10-18 00:53:02,51.459824,-2.590089,72.8,14.2,0.461,2
2024-10-18 00:53:03,51.45985,-2.590121,72.7,13.8,0.465,2
2024-10-18 00:53:04,51.459877,-2.590149,73.2,12.8,0.468,2
2024-10-18 00:53:05,51.459908,-2.590182,74,14.2,0.472,2
2024-10-18 00:53:06,51.459938,-2.590222,73.9,16,0.477,2
2024-10-18 00:53:07,51.459953,-2.590266,76.8,12.9,0.48,2
2024-10-18 00:53:08,51.45996,-2.590306,77.3,10.3,0.483,2
2024-10-18 00:53:09,51.45997,-2.590344,75.7,10.1,0.486,2
2024-10-18 00:53:10,51.459972,-2.590374,75.8,7.6,0.488,2
2024-10-18 00:53:11,51.459976,-2.5904,76.4,6.5,0.49,2
2024-10-18 00:53:12,51.459972,-2.590425,76.4,6.3,0.492,2
2024-10-18 00:53:13,51.45997,-2.590464,76.9,10.2,0.495,2
2024-10-18 00:53:14,51.45995,-2.590516,77.2,14.2,0.499,2
2024-10-18 00:53:15,51.459938,-2.590555,77.3,11.2,0.502,2
2024-10-18 00:53:16,51.459934,-2.590588,76,8.5,0.504,2
2024-10-18 00:53:17,51.459927,-2.590621,75.5,8.4,0.506,2
2024-10-18 00:53:18,51.459923,-2.590649,75.6,7.5,0.508,2
2024-10-18 00:53:19,51.459915,-2.590677,74.8,7.6,0.511,2
2024-10-18 00:53:20,51.459908,-2.59071,75.1,9,0.513,2
2024-10-18 00:53:21,51.4599,-2.590739,74.7,7.6,0.515,2
2024-10-18 00:53:22,51.4599,-2.590768,74.2,7.3,0.517,2
2024-10-18 00:53:23,51.459904,-2.590799,74.2,7.8,0.519,2
2024-10-18 00:53:24,51.45991,-2.590823,74.2,7.6,0.521,2
2024-10-18 00:53:25,51.459927,-2.590844,73.4,7.1,0.523,2
2024-10-18 00:53:26,51.459934,-2.590865,73.2,6.5,0.525,2
2024-10-18 00:53:27,51.45995,-2.590881,72.6,7.1,0.527,2
2024-10-18 00:53:28,51.459965,-2.590896,72.5,6.7,0.529,2
2024-10-18 00:53:29,51.459988,-2.590899,71.3,8.9,0.532,2
2024-10-18 00:53:30,51.46001,-2.590896,70.3,9.1,0.534,2
2024-10-18 00:53:31,51.46003,-2.590897,69.4,8.6,0.536,2
2024-10-18 00:53:32,51.460052,-2.590895,68.2,8.4,0.539,2
2024-10-18 00:53:33,51.460068,-2.590898,68,7.3,0.541,1
2024-10-18 00:53:34,51.460087,-2.590886,67.2,7.7,0.543,1
2024-10-18 00:53:35,51.460106,-2.590893,66.5,7.3,0.545,1
2024-10-18 00:53:36,51.460117,-2.590905,66.8,6.4,0.547,1
2024-10-18 00:53:37,51.460133,-2.590915,63.8,6.6,0.549,1
2024-10-18 00:53:38,51.460148,-2.590922,65.1,6.1,0.55,1
2024-10-18 00:53:39,51.46016,-2.590929,67.4,5,0.552,1
2024-10-18 00:53:40,51.46017,-2.590936,68.8,5,0.553,1
2024-10-18 00:53:41,51.460186,-2.590942,69.4,5.8,0.555,1
2024-10-18 00:53:42,51.4602,-2.59094,70.5,6.2,0.556,1
2024-10-18 00:53:43,51.460217,-2.59094,71.1,5.8,0.558,1
2024-10-18 00:53:44,51.46023,-2.590939,71.4,5.6,0.56,1
2024-10-18 00:53:45,51.460243,-2.590941,72.2,5.5,0.561,1
2024-10-18 00:53:46,51.46026,-2.590945,72.9,5.6,0.563,1
2024-10-18 00:53:47,51.46027,-2.590945,74.2,5.1,0.564,1
2024-10-18 00:53:48,51.460285,-2.590943,75.2,5.6,0.566,1
2024-10-18 00:53:49,51.4603,-2.590941,75.8,6.1,0.567,1
2024-10-18 00:53:50,51.46031,-2.590949,76.2,5.3,0.569,1
2024-10-18 00:53:51,51.460323,-2.590961,76,5.6,0.57,1
2024-10-18 00:53:52,51.460335,-2.590968,76.2,4.8,0.572,1
2024-10-18 00:53:53,51.460342,-2.590973,75.7,2.8,0.572,1
2024-10-18 00:53:54,51.460342,-2.590982,74.3,2.3,0.573,1
2024-10-18 00:53:55,51.460365,-2.590966,74.2,9.9,0.576,1
2024-10-18 00:53:56,51.460365,-2.590938,75.6,7,0.578,1
2024-10-18 00:53:57,51.46035,-2.590919,75.7,8,0.58,1
2024-10-18 00:53:58,51.46033,-2.590918,74,8.2,0.582,1
2024-10-18 00:53:59,51.460323,-2.590919,74,2.1,0.583,1
2024-10-18 00:54:00,51.460323,-2.590919,74,0.6,0.583,1
2024-10-18 00:54:01,51.460323,-2.590919,74,0,0.583,0
2024-10-18 00:54:02,51.460323,-2.590919,74,0,0.583,0
2024-10-18 00:54:03,51.460323,-2.59092,74.2,1.1,0.583,0
2024-10-18 00:54:04,51.460327,-2.590922,74.3,0.6,0.584,0
2024-10-18 00:54:05,51.460327,-2.590931,74.4,2.4,0.584,0
2024-10-18 00:54:06,51.46034,-2.590967,73.7,9.8,0.587,0
2024-10-18 00:54:07,51.460342,-2.590967,74.1,2.3,0.588,0
2024-10-18 00:54:08,51.460346,-2.590966,74.1,0.5,0.588,0
2024-10-18 00:54:09,51.460346,-2.590966,74.1,0,0.588,0
2024-10-18 00:54:10,51.460346,-2.590966,74.1,0,0.588,0
2024-10-18 00:54:11,51.460346,-2.590966,74.1,0,0.588,0
2024-10-18 00:54:12,51.460346,-2.590966,74.1,0,0.588,0
2024-10-18 00:54:13,51.460346,-2.590966,74.1,0,0.588,0
2024-10-18 00:54:14,51.460346,-2.590966,74.1,0,0.588,0
2024-10-18 00:54:15,51.460346,-2.590966,74.2,0,0.588,0
2024-10-18 00:54:16,51.460346,-2.590966,74.2,0,0.588,0
2024-10-18 00:54:17,51.460346,-2.590966,74.2,0,0.588,0
2024-10-18 00:54:18,51.460346,-2.590966,74.2,0.5,0.588,0
2024-10-18 00:54:19,51.460346,-2.590966,74.2,0,0.588,0
2024-10-18 00:54:20,51.460346,-2.590966,74.2,0,0.588,0
2024-10-18 00:54:21,51.460346,-2.590966,74.2,0,0.588,0
2024-10-18 00:54:22,51.460346,-2.590966,74.2,0,0.588,0
2024-10-18 00:54:23,51.460342,-2.590968,74.1,0.9,0.588,0
2024-10-18 00:54:24,51.460342,-2.590968,74.1,0.7,0.588,0
2024-10-18 00:54:25,51.460342,-2.590968,74.1,0,0.588,0
2024-10-18 00:54:26,51.460342,-2.590968,74.1,0,0.588,0
2024-10-18 00:54:27,51.460342,-2.590967,74.1,0,0.588,0
2024-10-18 00:54:28,51.460342,-2.590967,74.2,0,0.588,0
2024-10-18 00:54:29,51.460342,-2.590967,74.1,0,0.588,0
2024-10-18 00:54:30,51.460342,-2.590964,74.3,0.8,0.588,3
2024-10-18 00:54:31,51.460342,-2.590976,74.4,2.8,0.589,3
2024-10-18 00:54:32,51.46034,-2.590983,74.4,1.9,0.59,3
2024-10-18 00:54:33,51.46034,-2.590985,74.2,0.7,0.59,3
2024-10-18 00:54:34,51.46034,-2.590986,75.1,0.5,0.59,3
2024-10-18 00:54:35,51.460335,-2.591005,74.8,5.3,0.592,3
2024-10-18 00:54:36,51.460335,-2.591013,75.1,2.4,0.592,3
2024-10-18 00:54:37,51.460342,-2.591029,74.8,5,0.594,3
2024-10-18 00:54:38,51.46035,-2.591045,74.9,4.5,0.595,3
2024-10-18 00:54:39,51.46035,-2.591048,74.7,1,0.595,3
2024-10-18 00:54:40,51.460354,-2.591051,74.2,1,0.595,3
2024-10-18 00:54:41,51.460354,-2.591051,74.2,0,0.595,3
2024-10-18 00:54:42,51.460354,-2.591051,74.2,0,0.595,3
2024-10-18 00:54:43,51.460358,-2.591051,73.5,1.2,0.596,3
2024-10-18 00:54:44,51.46036,-2.591048,73.3,1.9,0.596,3
2024-10-18 00:54:45,51.460365,-2.591052,72.8,1.7,0.597,3
2024-10-18 00:54:46,51.460365,-2.591051,72.1,0.5,0.597,3
2024-10-18 00:54:47,51.46036,-2.591043,71.4,2.6,0.598,3
2024-10-18 00:54:48,51.46036,-2.591037,71.4,1.5,0.598,3
2024-10-18 00:54:49,51.460365,-2.591041,71.1,1.8,0.599,3
2024-10-18 00:54:50,51.460365,-2.591046,70,1.4,0.599,3
2024-10-18 00:54:51,51.460354,-2.591053,68.6,4.4,0.6,3
2024-10-18 00:54:52,51.460354,-2.591061,68.5,2,0.601,3
2024-10-18 00:54:53,51.460354,-2.591063,68.8,0.8,0.601,3
2024-10-18 00:54:54,51.460358,-2.591043,70.1,5,0.602,3
2024-10-18 00:54:55,51.460358,-2.591034,69,2.3,0.603,3
2024-10-18 00:54:56,51.46036,-2.591033,69,1,0.603,3
2024-10-18 00:54:57,51.460377,-2.591034,68.4,6.5,0.605,3
2024-10-18 00:54:58,51.4604,-2.591044,68,9.5,0.608,3
2024-10-18 00:54:59,51.460426,-2.591054,68.6,10.9,0.611,3
2024-10-18 00:55:00,51.460464,-2.591077,68.4,16.4,0.615,3
2024-10-18 00:55:01,51.460495,-2.59106,67.8,12.7,0.619,3
2024-10-18 00:55:02,51.460556,-2.591036,68.7,25.1,0.626,3
2024-10-18 00:55:03,51.460632,-2.591038,66.7,30.5,0.634,3
2024-10-18 00:55:04,51.4607,-2.591044,65,28.3,0.642,3
2024-10-18 00:55:05,51.460762,-2.591031,63.1,24.4,0.649,3
2024-10-18 00:55:06,51.46083,-2.591022,63.6,27.6,0.657,3
2024-10-18 00:55:07,51.46093,-2.591009,65.6,39,0.667,3
2024-10-18 00:55:08,51.46104,-2.590959,67.5,46.9,0.68,3
2024-10-18 00:55:09,51.461224,-2.590876,71.3,76,0.702,3
2024-10-18 00:55:10,51.461323,-2.590818,73.3,41.3,0.713,3
2024-10-18 00:55:11,51.461403,-2.590768,75.2,35.4,0.723,3
2024-10-18 00:55:12,51.46148,-2.590706,74.9,34.3,0.732,3
2024-10-18 00:55:13,51.461563,-2.590655,75.7,35.8,0.742,3
2024-10-18 00:55:14,51.46165,-2.590607,76.6,36.2,0.752,3
2024-10-18 00:55:15,51.461723,-2.59056,76.3,31.6,0.761,3
2024-10-18 00:55:16,51.461803,-2.590504,76.6,35.2,0.771,3
2024-10-18 00:55:17,51.46187,-2.590454,75.1,29.5,0.779,3
2024-10-18 00:55:18,51.46194,-2.59041,76.1,30.5,0.788,3
2024-10-18 00:55:19,51.462006,-2.590361,77.5,28.8,0.796,3
2024-10-18 00:55:20,51.462067,-2.590292,77.6,30.4,0.804,3
2024-10-18 00:55:21,51.462135,-2.590257,77.8,28.2,0.812,3
2024-10-18 00:55:22,51.4622,-2.59024,77.1,26.4,0.819,3
2024-10-18 00:55:23,51.46227,-2.590206,76.7,28.6,0.827,3
2024-10-18 00:55:24,51.46234,-2.59014,76.1,32.9,0.836,3
2024-10-18 00:55:25,51.46241,-2.590089,76.1,30.7,0.845,3
2024-10-18 00:55:26,51.462486,-2.590056,76.1,31.7,0.854,3
2024-10-18 00:55:27,51.462566,-2.590037,77.7,32,0.863,3
2024-10-18 00:55:28,51.462635,-2.590004,77.4,29.3,0.871,3
2024-10-18 00:55:29,51.462692,-2.589986,76.6,22.5,0.877,3
2024-10-18 00:55:30,51.46276,-2.589962,76.4,28.5,0.885,3
2024-10-18 00:55:31,51.462833,-2.589961,74.9,28.9,0.893,3
2024-10-18 00:55:32,51.46288,-2.589957,74.7,18.9,0.898,3
2024-10-18 00:55:33,51.46293,-2.589952,74.6,19.2,0.903,3
2024-10-18 00:55:34,51.462975,-2.589955,74.1,18,0.908,3
2024-10-18 00:55:35,51.462997,-2.589938,75.4,11.5,0.912,3
2024-10-18 00:55:36,51.463028,-2.589927,77.1,12.3,0.915,3
2024-10-18 00:55:37,51.46304,-2.589903,78,7.7,0.917,3
2024-10-18 00:55:38,51.46304,-2.589883,78.3,5.1,0.919,3
2024-10-18 00:55:39,51.463047,-2.589873,79.6,3.3,0.92,3
2024-10-18 00:55:40,51.46305,-2.589874,80.6,2.3,0.92,3
2024-10-18 00:55:41,51.46306,-2.589871,80.3,2.1,0.921,3
2024-10-18 00:55:42,51.46307,-2.58987,78.8,4.8,0.922,3
2024-10-18 00:55:43,51.46308,-2.589868,79,5,0.923,3
2024-10-18 00:55:44,51.463097,-2.589862,79.7,5.6,0.925,3
2024-10-18 00:55:45,51.463116,-2.589855,80.5,8.6,0.927,3
2024-10-18 00:55:46,51.46314,-2.589846,81.3,10,0.93,3
2024-10-18 00:55:47,51.463173,-2.589839,81.6,13,0.934,3
2024-10-18 00:55:48,51.46322,-2.589831,82.4,18.2,0.939,3
2024-10-18 00:55:49,51.46327,-2.589818,82.7,20.2,0.944,3
2024-10-18 00:55:50,51.463318,-2.589804,83.2,21,0.95,3
2024-10-18 00:55:51,51.46338,-2.589805,84.4,23.6,0.957,3
2024-10-18 00:55:52,51.46343,-2.589799,85.5,20.7,0.963,3
2024-10-18 00:55:53,51.46348,-2.589796,85.3,21.3,0.968,3
2024-10-18 00:55:54,51.463535,-2.589782,85.9,21.4,0.974,3
2024-10-18 00:55:55,51.46359,-2.589769,86.7,21.7,0.98,3
2024-10-18 00:55:56,51.463654,-2.589756,85.9,25.6,0.988,3
2024-10-18 00:55:57,51.46372,-2.589734,86.2,26.6,0.995,3
